Config	T = 5
0	83
1	256
2	181
3	231
4	198
5	227
6	261
7	235
8	219
9	365
10	396
11	244
12	184
13	269
14	167
15	84

Config	T = 4.99
0	100
1	267
2	171
3	249
4	176
5	248
6	245
7	261
8	222
9	342
10	357
11	231
12	193
13	249
14	188
15	101

Config	T = 4.98
0	82
1	245
2	184
3	242
4	193
5	251
6	259
7	245
8	247
9	309
10	407
11	240
12	185
13	243
14	176
15	92

Config	T = 4.97
0	85
1	243
2	192
3	243
4	189
5	239
6	242
7	242
8	245
9	354
10	393
11	230
12	183
13	230
14	186
15	104

Config	T = 4.96
0	83
1	265
2	181
3	258
4	174
5	255
6	226
7	269
8	226
9	369
10	353
11	234
12	178
13	241
14	185
15	103

Config	T = 4.95
0	79
1	242
2	172
3	262
4	176
5	249
6	226
7	225
8	242
9	414
10	386
11	251
12	183
13	231
14	179
15	83

Config	T = 4.94
0	75
1	240
2	185
3	246
4	174
5	243
6	243
7	248
8	260
9	363
10	398
11	252
12	173
13	246
14	184
15	70

Config	T = 4.93
0	83
1	246
2	169
3	250
4	175
5	240
6	242
7	230
8	240
9	420
10	385
11	247
12	175
13	243
14	169
15	86

Config	T = 4.92
0	83
1	250
2	197
3	246
4	180
5	222
6	235
7	243
8	248
9	419
10	330
11	239
12	178
13	243
14	195
15	92

Config	T = 4.91
0	83
1	229
2	185
3	222
4	189
5	261
6	251
7	264
8	240
9	405
10	358
11	240
12	176
13	247
14	172
15	78

Config	T = 4.9
0	94
1	249
2	190
3	227
4	191
5	239
6	236
7	260
8	213
9	367
10	377
11	260
12	164
13	282
14	163
15	88

Config	T = 4.89
0	93
1	237
2	171
3	253
4	171
5	257
6	237
7	241
8	253
9	373
10	383
11	249
12	181
13	233
14	181
15	87

Config	T = 4.88
0	80
1	245
2	180
3	264
4	167
5	248
6	218
7	242
8	250
9	403
10	375
11	247
12	176
13	228
14	189
15	88

Config	T = 4.87
0	79
1	236
2	194
3	239
4	196
5	252
6	237
7	247
8	238
9	333
10	424
11	259
12	157
13	256
14	155
15	98

Config	T = 4.86
0	81
1	249
2	164
3	256
4	176
5	250
6	274
7	231
8	269
9	382
10	362
11	238
12	174
13	231
14	162
15	101

Config	T = 4.85
0	78
1	232
2	188
3	219
4	181
5	235
6	247
7	255
8	241
9	359
10	466
11	252
12	149
13	265
14	156
15	77

Config	T = 4.84
0	84
1	228
2	177
3	230
4	197
5	225
6	303
7	203
8	285
9	363
10	394
11	245
12	177
13	243
14	157
15	89

Config	T = 4.83
0	84
1	231
2	196
3	239
4	198
5	264
6	233
7	254
8	239
9	329
10	379
11	265
12	178
13	257
14	176
15	78

Config	T = 4.82
0	72
1	231
2	194
3	243
4	199
5	260
6	225
7	243
8	232
9	358
10	413
11	246
12	187
13	234
14	182
15	81

Config	T = 4.81
0	82
1	231
2	187
3	240
4	206
5	251
6	254
7	223
8	244
9	361
10	392
11	252
12	177
13	243
14	158
15	99

Config	T = 4.8
0	91
1	250
2	170
3	242
4	183
5	239
6	258
7	234
8	237
9	414
10	343
11	241
12	187
13	249
14	174
15	88

Config	T = 4.79
0	82
1	255
2	183
3	237
4	178
5	250
6	235
7	273
8	222
9	373
10	370
11	222
12	200
13	240
14	205
15	75

Config	T = 4.78
0	84
1	251
2	181
3	258
4	176
