Config	T = 5
0	85
1	257
2	178
3	256
4	167
5	225
6	247
7	237
8	257
9	387
10	370
11	242
12	172
13	243
14	183
15	94

Config	T = 4.99
0	102
1	252
2	180
3	253
4	190
5	250
6	240
7	239
8	231
9	390
10	302
11	236
12	201
13	235
14	191
15	108

Config	T = 4.98
0	89
1	248
2	196
3	241
4	175
5	235
6	240
7	263
8	254
9	321
10	388
11	257
12	160
13	264
14	181
15	88

Config	T = 4.97
0	87
1	248
2	194
3	221
4	175
5	220
6	242
7	266
8	234
9	401
10	380
11	225
12	178
13	252
14	197
15	80

Config	T = 4.96
0	98
1	248
2	165
3	253
4	167
5	255
6	243
7	248
8	246
9	409
10	341
11	243
12	173
13	238
14	171
15	102

Config	T = 4.95
0	85
1	259
2	184
3	256
4	190
5	250
6	228
7	247
8	219
9	348
10	372
11	252
12	182
13	255
14	176
15	97

Config	T = 4.94
0	76
1	249
2	168
3	257
4	171
5	259
6	234
7	248
8	239
9	396
10	393
11	236
12	181
13	228
14	178
15	87

Config	T = 4.93
0	100
1	236
2	194
3	230
4	205
5	224
6	246
7	219
8	229
9	367
10	367
11	263
12	190
13	269
14	179
15	82

Config	T = 4.92
0	96
1	243
2	170
3	235
4	176
5	261
6	239
7	263
8	225
9	351
10	402
11	253
12	177
13	261
14	171
15	77

Config	T = 4.91
0	101
1	236
2	182
3	245
4	170
5	279
6	227
7	282
8	248
9	358
10	322
11	238
12	193
13	229
14	205
15	85

Config	T = 4.9
0	77
1	251
2	186
3	240
4	183
5	226
6	261
7	240
8	253
9	410
10	343
11	241
12	175
13	252
14	178
15	84

Config	T = 4.89
0	87
1	254
2	189
3	253
4	162
5	229
6	226
7	257
8	252
9	385
10	360
11	251
12	165
13	252
14	192
15	86

Config	T = 4.88
0	106
1	237
2	185
3	236
4	174
5	242
6	224
7	254
8	234
9	383
10	377
11	248
12	172
13	249
14	183
15	96

Config	T = 4.87
0	83
1	240
2	188
3	237
4	187
5	240
6	269
7	244
8	267
9	324
10	395
11	255
12	160
13	258
14	161
15	92

Config	T = 4.86
0	85
1	243
2	201
3	245
4	191
5	237
6	222
7	245
8	234
9	392
10	341
11	239
12	196
13	237
14	206
15	86

Config	T = 4.85
0	83
1	241
2	189
3	235
4	191
5	242
6	247
7	246
8	239
9	371
10	386
11	251
12	166
13	257
14	164
15	92

Config	T = 4.84
0	98
