Config	T = 5
0	60
1	175
2	136
3	165
4	135
5	142
6	178
7	153
8	169
9	261
10	262
11	175
12	118
13	185
14	119
15	67

Config	T = 4.99
0	56
1	163
2	144
3	173
4	140
5	185
6	149
7	179
8	163
9	213
10	266
11	189
12	117
13	179
14	121
15	63

Config	T = 4.98
0	44
1	178
2	117
3	182
4	115
5	155
6	183
7	153
8	189
9	287
10	254
11	185
12	119
13	181
14	121
15	37

Config	T = 4.97
0	70
1	170
2	107
3	157
4	130
5	185
6	197
7	175
8	161
9	251
10	248
11	162
12	140
13	175
14	117
15	55

Config	T = 4.96
0	54
1	165
2	130
3	163
4	131
5	176
6	165
7	177
8	162
9	267
10	269
11	162
12	130
13	164
14	129
15	56

Config	T = 4.95
0	61
1	168
2	118
3	183
4	133
5	190
6	175
7	160
8	175
9	213
10	269
11	182
12	126
13	167
14	111
15	69

Config	T = 4.94
0	57
1	167
2	134
3	168
4	140
5	161
6	161
7	154
8	156
9	222
10	315
11	192
12	115
13	191
14	109
15	58

Config	T = 4.93
0	70
1	180
2	122
3	177
4	122
5	165
6	168
7	168
8	165
9	255
10	236
11	175
12	125
13	178
14	125
15	69

Config	T = 4.92
0	62
1	172
2	118
3	175
4	114
5	164
6	171
7	165
8	178
9	292
10	258
11	175
12	104
13	172
14	108
15	72

Config	T = 4.91
0	65
1	171
2	116
3	182
4	114
5	209
6	140
7	200
8	153
9	253
10	251
11	171
12	123
13	160
14	125
15	67

Config	T = 4.9
0	72
1	158
2	138
3	156
4	136
5	174
6	156
7	178
8	156
9	217
10	285
11	198
12	108
13	200
14	110
15	58

Config	T = 4.89
0	55
1	169
2	133
3	172
4	133
5	166
6	177
7	163
8	180
9	255
10	246
11	181
12	113
13	178
14	113
15	66

Config	T = 4.88
0	60
1	185
2	117
3	186
4	107
5	155
6	178
7	164
8	189
9	267
10	237
11	161
12	132
13	160
14	142
15	60

Config	T = 4.87
0	60
1	158
2	136
3	168
4	138
5	159
6	174
7	147
8	182
9	192
10	318
11	194
12	120
13	184
14	118
15	52

Config	T = 4.86
0	58
1	182
2	117
3	185
4	128
5	179
6	170
7	165
8	162
9	256
10	244
11	163
12	134
13	160
14	123
15	74

Config	T = 4.85
0	66
1	170
2	131
3	171
4	123
5	166
6	163
7	173
8	172
9	228
10	283
11	179
12	108
13	178
14	116
15	73

Config	T = 4.84
0	70
1	193
2	112
3	185
4	109
5	154
6	163
7	165
8	158
9	257
10	265
11	159
12	135
13	167
14	138
15	70

Config	T = 4.83
0	67
1	181
2	100
3	182
4	101
5	170
6	177
7	168
8	177
9	337
10	206
11	157
12	129
13	156
14	128
15	64

Config	T = 4.82
0	62
1	175
2	125
3	168
4	121
5	162
6	182
7	173
8	179
9	230
10	259
11	177
12	125
13	184
14	129
15	49

Config	T = 4.81
0	47
1	170
2	128
3	169
4	126
5	178
6	168
7	181
8	169
9	268
10	252
