Config	T = 5
0	101
1	260
2	167
3	247
4	155
5	237
6	252
7	262
8	251
9	417
10	323
11	209
12	191
13	222
14	203
15	103

Config	T = 4.99
0	84
1	261
2	165
3	254
4	175
5	226
6	274
7	223
8	257
9	343
10	395
11	241
12	192
13	248
14	182
15	80

Config	T = 4.98
0	69
1	240
2	181
3	261
4	185
5	267
6	229
7	242
8	246
9	365
10	392
11	266
12	167
13	245
14	163
15	82

Config	T = 4.97
0	94
1	242
2	177
3	237
4	176
5	227
6	270
7	233
8	266
9	337
10	408
11	239
12	181
13	244
14	182
15	87

Config	T = 4.96
0	92
1	236
2	191
3	240
4	184
5	271
6	234
7	274
8	245
9	342
10	344
11	256
12	172
13	252
14	179
15	88

Config	T = 4.95
0	95
1	239
2	177
3	237
4	188
5	230
6	265
7	221
8	252
9	370
10	382
11	248
12	185
13	250
14	174
15	87

Config	T = 4.94
0	89
1	257
2	175
3	255
4	186
5	257
6	250
7	248
8	237
9	349
10	351
11	243
12	182
13	245
14	171
15	105

Config	T = 4.93
0	94
1	234
2	182
3	235
4	187
5	271
6	248
7	265
8	244
9	310
10	402
11	243
12	175
13	242
14	170
15	98

Config	T = 4.92
0	94
1	256
2	174
3	265
4	177
5	251
6	237
7	239
8	243
9	348
10	351
11	248
12	193
13	239
14	190
15	95

Config	T = 4.91
0	89
1	238
2	186
3	252
4	177
5	259
6	245
7	254
8	268
9	368
10	320
11	273
12	158
13	259
14	167
15	87

Config	T = 4.9
0	95
1	239
2	202
3	226
4	204
5	238
6	247
7	249
8	232
9	319
10	384
11	261
12	168
13	274
14	166
15	96

Config	T = 4.89
0	87
1	237
2	181
3	260
4	173
5	268
6	230
7	253
8	261
9	351
10	366
11	257
12	171
13	234
14	179
15	92

Config	T = 4.88
0	97
1	228
2	196
3	223
4	187
5	251
6	239
7	265
8	243
9	360
10	376
11	242
12	172
13	247
14	181
15	93

Config	T = 4.87
0	87
1	267
2	170
3	264
4	172
5	254
6	230
7	255
8	225
9	388
10	331
11	239
12	194
13	242
14	192
15	90

Config	T = 4.86
0	82
1	252
2	180
3	251
4	168
5	240
6	230
7	253
8	241
9	403
10	368
11	239
12	179
13	240
14	191
15	83

Config	T = 4.85
0	85
1	253
2	164
3	256
4	162
5	253
6	256
7	252
8	261
9	422
10	323
11	236
12	175
13	233
14	177
15	92

Config	T = 4.84
0	70
1	236
2	209
3	226
4	190
5	221
6	237
7	250
8	246
9	369
10	421
11	244
12	166
13	254
14	185
15	76

Config	T = 4.83
0	99
1	253
2	167
3	263
4	164
5	262
6	235
7	255
8	248
9	366
10	328
11	245
12	196
13	235
14	199
15	85

Config	T = 4.82
0	97
1	234
2	176
3	237
4	173
5	226
6	266
7	226
8	272
9	383
10	370
11	261
12	172
13	258
14	175
15	74

Config	T = 4.81
0	90
1	223
2	196
3	225
4	195
5	261
6	232
7	260
8	235
9	363
10	392
11	240
12	179
13	238
14	180
15	91

Config	T = 4.8
0	92
1	238
2	193
3	244
4	193
5	234
6	252
7	228
8	258
9	330
10	367
11	266
12	182
13	260
14	182
15	81

Config	T = 4.79
0	89
1	255
2	178
3	240
4	177
5	228
6	244
7	244
8	230
9	347
10	425
11	235
12	186
13	250
14	187
15	85

Config	T = 4.78
0	97
1	231
2	179
3	238
4	171
5	235
6	235
7	236
8	250
9	394
10	395
11	254
12	178
13	247
14	186
15	74

Config	T = 4.77
0	64
1	254
2	190
3	257
4	176
5	260
6	230
7	271
8	247
9	377
10	352
11	230
12	184
13	227
14	198
15	83

Config	T = 4.76
0	84
1	240
2	191
3	237
4	205
5	273
6	221
7	262
8	204
9	383
10	352
11	247
12	186
13	250
14	172
15	93

Config	T = 4.75
0	69
1	244
2	174
3	250
4	175
5	247
6	242
7	240
8	247
9	433
10	383
11	232
12	177
13	226
14	176
15	85

Config	T = 4.74
0	88
1	248
2	181
3	243
4	179
5	236
6	251
7	243
8	248
9	371
10	376
11	254
12	165
13	259
14	167
15	91

Config	T = 4.73
0	96
1	239
2	165
3	263
4	152
5	255
6	214
7	244
8	251
9	439
10	342
11	259
12	181
13	235
14	194
15	71

Config	T = 4.72
0	86
1	256
2	171
3	262
4	169
5	239
6	225
7	235
8	233
9	381
10	392
11	264
12	174
13	258
14	176
15	79

Config	T = 4.71
0	93
1	234
2	187
3	228
4	184
5	231
6	266
7	240
8	263
9	398
10	345
11	241
12	176
13	247
14	179
15	88

Config	T = 4.7
0	88
1	258
2	183
3	249
4	171
5	242
6	234
7	263
8	237
9	325
10	393
11	257
12	171
13	266
14	183
15	80

Config	T = 4.69
0	106
1	244
2	176
3	250
4	167
5	233
6	232
7	236
8	247
9	392
10	370
11	243
12	178
13	237
14	187
15	102

Config	T = 4.68
0	74
1	261
2	169
3	255
4	163
5	229
6	245
7	241
8	245
9	385
10	428
11	229
12	172
13	235
14	178
15	91

Config	T = 4.67
0	88
1	237
2	182
3	239
4	187
5	239
6	276
7	232
8	273
9	355
10	354
11	245
12	186
13	243
14	181
15	83

Config	T = 4.66
0	79
1	251
2	167
3	261
4	182
5	246
6	241
7	221
8	236
9	372
10	407
11	274
12	166
13	264
14	151
15	82

Config	T = 4.65
0	73
1	254
2	184
3	255
4	190
5	225
6	266
7	218
8	261
9	326
10	403
11	254
12	180
13	253
14	174
15	84

Config	T = 4.64
0	86
1	264
2	161
3	257
4	165
5	229
6	256
7	232
8	245
9	397
10	371
11	229
12	197
13	236
14	193
15	82

Config	T = 4.63
0	86
1	246
2	171
3	245
4	164
5	245
6	243
7	253
8	249
9	416
10	356
11	249
12	174
13	250
14	181
15	72

Config	T = 4.62
0	83
1	246
2	184
3	236
4	181
5	246
6	256
7	259
8	249
9	334
10	393
11	263
12	157
13	273
14	160
15	80

Config	T = 4.61
0	86
1	237
2	170
3	257
4	176
5	273
6	223
7	247
8	237
9	378
10	389
11	260
12	174
13	240
14	168
15	85

Config	T = 4.6
0	85
1	251
2	186
3	251
4	165
5	235
6	239
7	256
8	260
9	365
10	370
11	243
12	172
13	243
14	193
15	86

Config	T = 4.59
0	71
1	242
2	186
3	257
4	186
5	244
6	239
7	229
8	254
9	368
10	393
11	279
12	153
13	264
14	153
15	82

Config	T = 4.58
0	66
1	254
2	175
3	264
4	174
5	274
6	244
7	265
8	255
9	361
10	361
11	248
12	164
13	238
14	165
15	92

Config	T = 4.57
0	71
1	260
2	167
3	253
4	172
5	255
6	270
7	257
8	258
9	385
10	347
11	227
12	180
13	234
14	175
15	89

Config	T = 4.56
0	94
1	229
2	175
3	256
4	182
5	274
6	228
7	240
8	248
9	374
10	366
11	254
12	182
13	227
14	175
15	96

Config	T = 4.55
0	85
1	257
2	168
3	246
4	157
5	226
6	246
7	248
8	246
9	411
10	378
11	231
12	191
13	242
14	202
15	66

Config	T = 4.54
0	71
1	247
2	169
3	248
4	181
5	252
6	251
7	239
8	240
9	420
10	368
11	266
12	161
13	265
14	149
15	73

Config	T = 4.53
0	67
1	270
2	166
3	265
4	147
5	234
6	208
7	258
8	222
9	464
10	380
11	234
12	182
13	239
14	201
15	63

Config	T = 4.52
0	68
1	250
2	178
3	246
4	166
5	248
6	250
7	264
8	258
9	382
10	401
11	254
12	139
13	258
14	151
15	87

Config	T = 4.51
0	78
1	251
2	172
3	252
4	171
5	230
6	250
7	230
8	252
9	411
10	388
11	246
12	168
13	245
14	169
15	87

Config	T = 4.5
0	79
1	234
2	178
3	238
4	190
5	240
6	271
7	224
8	263
9	338
10	429
11	258
12	167
13	254
14	155
15	82

Config	T = 4.49
0	85
1	260
2	163
3	266
4	177
5	256
6	257
7	236
8	249
9	345
10	358
11	249
12	191
13	243
14	177
15	88

Config	T = 4.48
0	71
1	252
2	167
3	255
4	187
5	262
6	254
7	239
8	237
9	390
10	370
11	249
12	177
13	246
14	157
15	87

Config	T = 4.47
0	82
1	255
2	158
3	260
4	169
5	251
6	276
7	235
8	270
9	342
10	378
11	251
12	178
13	246
14	167
15	82

Config	T = 4.46
0	84
1	245
2	186
3	240
4	181
5	247
6	240
7	257
8	240
9	345
10	398
11	247
12	175
13	252
14	180
15	83

Config	T = 4.45
0	75
1	245
2	167
3	243
4	168
5	228
6	251
7	229
8	248
9	460
10	381
11	235
12	183
13	237
14	182
15	68

Config	T = 4.44
0	85
1	238
2	175
3	253
4	174
5	286
6	229
7	272
8	245
9	347
10	381
11	257
12	160
13	242
14	161
15	95

Config	T = 4.43
0	64
1	266
2	161
3	262
4	158
5	245
6	259
7	252
8	258
9	405
10	369
11	247
12	163
13	251
14	166
15	74

Config	T = 4.42
0	91
1	243
2	179
3	218
4	183
5	238
6	249
7	259
8	220
9	322
10	470
11	251
12	164
13	276
14	160
15	77

Config	T = 4.41
0	76
1	250
2	173
3	235
4	171
5	253
6	255
7	270
8	242
9	384
10	383
11	234
12	175
13	249
14	177
15	73

Config	T = 4.4
0	86
1	241
2	183
3	227
4	184
5	243
6	257
7	256
8	242
9	354
10	406
11	244
12	167
13	258
14	166
15	86

Config	T = 4.39
0	83
1	257
2	173
3	244
4	173
5	239
6	237
7	252
8	224
9	416
10	362
11	247
12	180
13	260
14	180
15	73

Config	T = 4.38
0	87
1	232
2	152
3	259
4	161
5	274
6	232
7	238
8	250
9	409
10	397
11	253
12	185
13	226
14	176
15	69

Config	T = 4.37
0	76
1	265
2	152
3	255
4	170
5	273
6	253
7	265
8	225
9	388
10	368
11	235
12	182
13	245
14	164
15	84

Config	T = 4.36
0	60
1	239
2	178
3	244
4	178
5	261
6	261
7	256
8	266
9	366
10	407
11	248
12	159
13	243
14	159
15	75

Config	T = 4.35
0	78
1	250
2	174
3	247
4	172
5	241
6	241
7	246
8	240
9	427
10	355
11	242
12	185
13	245
14	187
15	70

Config	T = 4.34
0	89
1	253
2	164
3	250
4	163
5	258
6	255
7	262
8	253
9	395
10	348
11	224
12	180
13	227
14	181
15	98

Config	T = 4.33
0	85
1	226
2	166
3	245
4	180
5	244
6	247
7	211
8	252
9	428
10	398
11	271
12	170
13	252
14	156
15	69

Config	T = 4.32
0	66
1	275
2	168
3	247
4	164
5	244
6	238
7	276
8	214
9	429
10	363
11	232
12	175
13	260
14	179
15	70

Config	T = 4.31
0	64
1	266
2	164
3	264
4	171
5	237
6	268
7	232
8	259
9	411
10	356
11	230
12	184
13	232
14	177
15	85

Config	T = 4.3
0	65
1	264
2	161
3	268
4	159
5	248
6	256
7	246
8	262
9	412
10	360
11	230
12	179
13	226
14	181
15	83

Config	T = 4.29
0	64
1	252
2	179
3	250
4	175
5	273
6	243
7	279
8	245
9	394
10	338
11	234
12	179
13	236
14	183
15	76

Config	T = 4.28
0	87
1	243
2	170
3	235
4	186
5	245
6	257
7	237
8	233
9	358
10	420
11	256
12	173
13	264
14	157
15	79

Config	T = 4.27
0	87
1	244
2	165
3	239
4	163
5	227
6	270
7	234
8	267
9	407
10	395
11	249
12	157
13	254
14	159
15	83

Config	T = 4.26
0	71
1	237
2	162
3	261
4	165
5	281
6	224
7	254
8	245
9	438
10	375
11	252
12	165
13	228
14	162
15	80

Config	T = 4.25
0	72
1	241
2	182
3	231
4	172
5	236
6	246
7	256
8	246
9	412
10	403
11	243
12	165
13	253
14	175
15	67

Config	T = 4.24
0	66
1	254
2	156
3	263
4	159
5	251
6	254
7	239
8	260
9	408
10	395
11	246
12	173
13	237
14	170
15	69

Config	T = 4.23
0	71
1	243
2	163
3	251
4	178
5	261
6	266
7	238
8	259
9	403
10	371
11	243
12	176
13	235
14	161
15	81

Config	T = 4.22
0	77
1	259
2	155
3	255
4	151
5	250
6	246
7	258
8	246
9	403
10	390
11	242
12	177
13	246
14	181
15	64

Config	T = 4.21
0	85
1	239
2	179
3	226
4	179
5	244
6	238
7	257
8	225
9	382
10	422
11	246
12	175
13	259
14	175
15	69

Config	T = 4.2
0	68
1	231
2	190
3	243
4	194
5	230
6	239
7	214
8	247
9	339
10	474
11	279
12	163
13	267
14	159
15	63

Config	T = 4.19
0	59
1	248
2	175
3	241
4	168
5	244
6	241
7	258
8	241
9	455
10	375
11	241
12	172
13	248
14	179
15	55

Config	T = 4.18
0	75
1	227
2	177
3	212
4	199
5	216
6	287
7	209
8	250
9	344
10	498
11	258
12	169
13	273
14	147
15	59

Config	T = 4.17
0	73
1	244
2	177
3	257
4	176
5	238
6	234
7	226
8	248
9	386
10	405
11	272
12	170
13	259
14	171
15	64

Config	T = 4.16
0	60
1	250
2	176
3	247
4	165
5	222
6	252
7	236
8	260
9	457
10	392
11	237
12	160
13	240
14	171
15	75

Config	T = 4.15
0	79
1	251
2	155
3	260
4	153
5	260
6	245
7	253
8	256
9	378
10	392
11	258
12	175
13	249
14	177
15	59

Config	T = 4.14
0	96
1	266
2	156
3	248
4	154
5	253
6	237
7	273
8	221
9	383
10	374
11	241
12	180
13	259
14	182
15	77

Config	T = 4.13
0	86
1	232
2	179
3	237
4	173
5	244
6	235
7	245
8	246
9	374
10	414
11	275
12	163
13	270
14	169
15	58

Config	T = 4.12
0	85
1	256
2	165
3	245
4	163
5	225
6	261
7	238
8	252
9	377
10	404
11	249
12	174
13	260
14	176
15	70

Config	T = 4.11
0	79
1	249
2	160
3	240
4	167
5	237
6	257
7	239
8	241
9	359
10	464
11	243
12	177
13	252
14	170
15	66

Config	T = 4.1
0	69
1	221
2	171
3	235
4	180
5	272
6	251
7	249
8	256
9	392
10	423
11	251
12	169
13	237
