Config	T = 5
0	43
1	115
2	72
3	113
4	72
5	120
6	111
7	122
8	109
9	159
10	142
11	106
12	86
13	108
14	86
15	36

Config	T = 4.99
0	28
1	125
2	67
3	114
4	69
5	86
6	129
7	95
8	116
9	206
10	165
11	105
12	75
13	116
14	73
15	31

Config	T = 4.98
0	35
1	108
2	79
3	109
4	79
5	112
6	111
7	111
8	112
9	150
10	179
11	116
12	77
13	115
14	77
15	30

Config	T = 4.97
0	31
1	108
2	90
3	119
4	86
5	112
6	97
7	105
8	112
9	161
10	158
11	115
12	77
13	104
14	81
15	44

Config	T = 4.96
0	40
1	112
2	74
3	119
4	59
5	118
6	92
7	126
8	114
9	191
10	150
11	99
12	80
13	92
14	95
15	39

Config	T = 4.95
0	36
1	93
2	92
3	104
4	97
5	123
6	107
7	107
8	113
9	166
10	148
11	111
12	82
13	100
14	77
15	44

Config	T = 4.94
0	35
1	117
2	68
3	127
4	65
5	111
6	92
7	104
8	105
9	217
10	150
11	113
12	76
13	103
14	79
15	38

Config	T = 4.93
0	40
1	103
2	89
3	109
4	87
5	123
6	99
7	119
8	107
9	155
10	140
11	123
12	74
13	117
14	76
15	39

Config	T = 4.92
0	38
1	113
2	73
3	120
4	70
5	117
6	98
7	113
8	108
9	166
10	170
11	114
12	76
13	107
14	79
15	38

Config	T = 4.91
0	43
1	100
2	88
3	99
4	98
5	102
6	130
7	93
8	119
9	142
10	159
11	118
12	78
13	119
14	68
15	44

Config	T = 4.9
0	36
1	103
2	83
3	101
4	94
5	116
6	112
7	107
8	99
9	160
10	171
11	110
12	86
13	112
14	75
15	35

Config	T = 4.89
0	38
1	115
2	68
3	114
4	74
5	116
6	106
7	111
8	99
9	165
10	182
11	117
12	74
13	118
14	68
15	35

Config	T = 4.88
0	40
1	102
2	86
3	105
4	88
5	113
6	104
7	108
8	105
9	146
10	179
11	130
12	66
13	127
14	64
15	37

Config	T = 4.87
0	46
1	110
2	83
3	114
4	80
5	111
6	96
7	110
8	103
9	163
10	149
11	121
12	75
13	117
14	78
15	44

Config	T = 4.86
0	44
1	96
2	81
3	107
4	94
5	116
