Config	T = 5
0	57
1	190
2	132
3	176
4	120
5	145
6	187
7	171
8	185
9	269
10	201
11	167
12	121
13	181
14	133
15	65

Config	T = 4.99
0	52
1	180
2	125
3	185
4	115
5	162
6	162
7	167
8	177
9	231
10	294
11	177
12	116
13	172
14	126
15	59

Config	T = 4.98
0	76
1	192
2	120
3	175
4	117
5	154
6	187
7	174
8	173
9	217
10	229
11	174
12	124
13	191
14	127
15	70

Config	T = 4.97
0	55
1	177
2	120
3	169
4	110
5	175
6	162
7	193
8	164
9	259
10	274
11	168
12	122
13	176
14	132
15	44

Config	T = 4.96
0	76
1	166
2	104
3	167
4	110
5	168
6	183
7	161
8	178
9	278
10	257
11	169
12	137
13	168
14	131
15	47

Config	T = 4.95
0	71
1	161
2	110
3	158
4	120
5	192
6	170
7	185
8	157
9	257
10	288
11	175
12	114
13	178
14	104
15	60

Config	T = 4.94
0	66
1	177
2	118
3	174
4	125
5	159
6	185
7	155
8	175
9	255
10	242
11	171
12	137
13	174
14	130
15	57

Config	T = 4.93
0	58
1	170
2	113
3	164
4	116
5	193
6	167
7	196
8	158
9	253
10	289
11	167
12	115
13	173
14	112
15	56

Config	T = 4.92
0	59
1	173
2	131
3	171
4	132
5	157
6	175
7	158
8	172
9	253
10	248
11	187
12	121
13	189
14	120
15	54

Config	T = 4.91
0	57
1	186
2	104
3	189
4	102
5	173
6	196
7	172
8	201
9	277
10	215
11	154
12	127
13	151
14	129
15	67

Config	T = 4.9
0	49
1	172
2	126
3	169
4	125
5	167
6	177
7	171
8	175
9	250
10	284
11	169
12	119
13	172
14	120
15	55

Config	T = 4.89
0	53
1	163
2	134
3	158
4	137
5	189
6	153
7	191
8	145
9	238
10	292
11	168
12	129
13	173
14	126
15	51

Config	T = 4.88
0	61
1	179
2	114
3	181
4	102
5	173
6	159
7	183
8	173
9	287
10	239
11	186
12	109
13	184
14	121
15	49

Config	T = 4.87
0	65
1	175
2	123
3	182
4	123
5	157
6	168
7	150
8	175
9	307
10	216
11	155
12	141
13	148
14	141
15	74

Config	T = 4.86
0	62
1	185
2	114
3	185
4	118
5	177
6	150
7	173
8	146
9	258
10	255
11	179
12	137
13	179
14	133
15	49

Config	T = 4.85
0	55
1	170
2	129
3	170
4	123
5	166
6	165
7	172
8	171
9	299
10	249
11	160
12	117
13	160
14	123
15	71

Config	T = 4.84
0	64
1	168
2	119
3	163
4	128
5	172
6	179
7	168
8	165
9	229
10	296
11	176
12	122
13	181
14	113
15	57

Config	T = 4.83
0	54
1	163
2	149
3	161
4	134
5	139
6	183
7	156
8	196
9	243
10	263
11	174
12	119
13	176
14	134
15	56

Config	T = 4.82
0	59
1	183
2	117
3	175
4	130
5	167
6	189
7	162
8	168
9	260
10	227
11	158
12	146
13	166
14	133
15	60

Config	T = 4.81
0	61
1	171
2	125
3	165
4	123
5	179
6	173
7	187
8	169
9	271
10	233
11	161
12	125
13	167
14	127
15	63

Config	T = 4.8
0	72
1	168
2	119
3	168
4	112
5	178
6	159
7	185
8	166
9	259
10	257
11	180
12	118
13	180
14	125
15	54

Config	T = 4.79
0	68
1	187
2	112
3	184
4	106
5	166
6	161
7	175
8	164
9	254
10	265
11	168
12	123
13	171
14	129
15	67

Config	T = 4.78
0	59
1	170
2	129
3	161
4	128
5	182
6	165
7	192
8	157
9	219
10	283
11	172
12	125
13	181
14	126
15	51

Config	T = 4.77
0	56
1	168
2	123
3	162
4	117
5	166
6	197
7	178
8	197
9	262
10	251
11	159
12	117
13	165
14	123
15	59

Config	T = 4.76
0	51
1	189
2	107
3	199
4	104
5	181
6	158
7	174
8	171
9	301
10	216
11	160
12	142
13	150
14	145
15	52

Config	T = 4.75
0	63
1	160
2	117
3	165
4	127
5	197
6	156
7	182
8	151
9	265
10	272
11	175
12	130
13	170
14	120
15	50

Config	T = 4.74
0	60
1	176
2	126
3	169
4	138
5	155
6	190
7	150
8	171
9	245
10	251
11	179
12	128
13	186
14	116
15	60

Config	T = 4.73
0	50
1	173
2	130
3	177
4	125
5	192
6	153
7	193
8	162
9	279
10	229
11	169
12	115
13	165
14	120
15	68

Config	T = 4.72
0	64
1	154
2	129
3	162
4	133
5	170
6	181
7	158
8	185
9	214
10	305
11	182
12	116
13	174
14	112
15	61

Config	T = 4.71
0	67
1	168
2	133
3	162
4	133
5	160
6	171
7	166
8	165
9	236
10	271
11	180
12	120
13	186
14	120
15	62

Config	T = 4.7
0	67
1	173
2	120
3	191
4	107
5	155
6	156
7	150
8	187
9	262
10	262
11	179
12	131
13	161
14	144
15	55

Config	T = 4.69
0	64
1	154
2	134
3	156
4	143
5	182
6	155
7	171
8	148
9	270
10	264
11	184
12	123
13	182
14	114
15	56

Config	T = 4.68
0	55
1	177
2	108
3	186
4	112
5	184
6	158
7	171
8	163
9	314
10	232
11	168
12	132
13	159
14	128
15	53

Config	T = 4.67
0	49
1	186
2	119
3	194
4	121
5	182
6	143
7	172
8	149
9	282
10	249
11	160
12	140
13	152
14	138
15	64

Config	T = 4.66
0	53
1	176
2	110
3	185
4	116
5	183
6	172
7	168
8	175
9	294
10	231
11	172
12	126
13	163
14	120
15	56

Config	T = 4.65
0	49
1	174
2	134
3	184
4	115
5	157
6	151
7	166
8	180
9	248
10	295
11	183
12	107
13	173
14	126
15	58

Config	T = 4.64
0	52
1	165
2	126
3	173
4	138
5	193
6	164
7	173
8	160
9	265
10	239
11	174
12	135
13	166
14	123
15	54

Config	T = 4.63
0	56
1	163
2	112
3	184
4	115
5	195
6	178
7	171
8	196
9	272
10	236
11	163
12	128
13	142
14	125
15	64

Config	T = 4.62
0	57
1	171
2	118
3	179
4	118
5	163
6	192
7	155
8	200
9	287
10	229
11	160
12	125
13	152
14	125
15	69

Config	T = 4.61
0	55
1	176
2	115
3	180
4	115
5	165
6	170
7	161
8	174
9	255
10	288
11	191
12	109
13	187
14	109
15	50

Config	T = 4.6
0	56
1	171
2	135
3	163
4	128
5	163
6	161
7	178
8	160
9	267
10	270
11	174
12	112
13	182
14	119
15	61

Config	T = 4.59
0	49
1	170
2	121
3	168
4	123
5	167
6	175
7	167
8	171
9	272
10	289
11	163
12	125
13	165
14	123
15	52

Config	T = 4.58
0	71
1	185
2	114
3	163
4	116
5	167
6	171
7	187
8	147
9	246
10	276
11	150
12	137
13	172
14	135
15	63

Config	T = 4.57
0	58
1	172
2	112
3	175
4	124
5	161
6	167
7	146
8	158
9	287
10	281
11	176
12	141
13	173
14	129
15	40

Config	T = 4.56
0	65
1	173
2	105
3	185
4	116
5	199
6	169
7	176
8	170
9	279
10	216
11	173
12	131
13	161
14	120
15	62

Config	T = 4.55
0	67
1	181
2	131
3	171
4	134
5	175
6	153
7	182
8	140
9	256
10	229
11	167
12	135
13	177
14	132
15	70

Config	T = 4.54
0	60
1	167
2	134
3	174
4	128
5	181
6	149
7	180
8	162
9	239
10	260
11	196
12	109
13	189
14	115
15	57

Config	T = 4.53
0	61
1	159
2	124
3	161
4	125
5	174
6	175
7	171
8	176
9	270
10	262
11	180
12	118
13	178
14	117
15	49

Config	T = 4.52
0	53
1	178
2	115
3	183
4	112
5	162
6	173
7	160
8	181
9	268
10	275
11	169
12	125
13	164
14	128
15	54

Config	T = 4.51
0	51
1	177
2	113
3	178
4	134
5	169
6	175
7	147
8	155
9	257
10	292
11	178
12	133
13	177
14	112
15	52

Config	T = 4.5
0	49
1	171
2	119
3	171
4	116
5	166
6	157
7	169
8	160
9	321
10	268
11	155
12	139
13	155
14	142
15	42

Config	T = 4.49
0	42
1	170
2	135
3	169
4	125
5	167
6	165
7	178
8	174
9	275
10	278
11	162
12	113
13	163
14	123
15	61

Config	T = 4.48
0	56
1	180
2	119
3	173
4	113
5	161
6	156
7	174
8	155
9	295
10	266
11	177
12	120
13	184
14	126
15	45

Config	T = 4.47
0	49
1	193
2	107
3	190
4	96
5	183
6	158
7	197
8	166
9	298
10	236
11	159
12	119
13	162
14	130
15	57

Config	T = 4.46
0	48
1	174
2	120
3	179
4	121
5	173
6	167
7	167
8	171
9	264
10	278
11	169
12	127
13	164
14	126
15	52

Config	T = 4.45
0	51
1	169
2	131
3	185
4	124
5	183
6	143
7	174
8	166
9	262
10	261
11	176
12	124
13	160
14	131
15	60

Config	T = 4.44
0	42
1	185
2	112
3	193
4	121
5	178
6	167
7	161
8	166
9	294
10	241
11	178
12	123
13	170
14	114
15	55

Config	T = 4.43
0	56
1	173
2	129
3	161
4	125
5	158
6	174
7	174
8	166
9	259
10	279
11	172
12	116
13	184
14	120
15	54

Config	T = 4.42
0	41
1	181
2	126
3	181
4	111
5	166
6	148
7	181
8	163
9	309
10	263
11	171
12	111
13	171
14	126
15	51

Config	T = 4.41
0	50
1	176
2	96
3	190
4	99
5	198
6	172
7	181
8	183
9	303
10	234
11	174
12	122
13	160
14	119
15	43

Config	T = 4.4
0	47
1	174
2	126
3	178
4	121
5	158
6	162
7	159
8	171
9	232
10	343
11	173
12	109
13	169
14	114
15	64

Config	T = 4.39
0	52
1	179
2	124
3	166
4	121
5	149
6	201
7	165
8	191
9	255
10	260
11	165
12	117
13	178
14	120
15	57

Config	T = 4.38
0	67
1	192
2	110
3	185
4	97
5	179
6	139
7	199
8	145
9	293
10	244
11	164
12	117
13	171
14	130
15	68

Config	T = 4.37
0	71
1	175
2	106
3	175
4	111
5	177
6	186
7	172
8	181
9	254
10	259
11	164
12	117
13	164
14	112
15	76

Config	T = 4.36
0	53
1	176
2	111
3	168
4	124
5	167
6	203
7	162
8	182
9	222
10	291
11	185
12	116
13	193
14	103
15	44

Config	T = 4.35
0	32
1	172
2	128
3	163
4	112
5	168
6	160
7	193
8	167
9	305
10	304
11	157
12	107
13	166
14	123
15	43

Config	T = 4.34
0	56
1	168
2	121
3	160
4	119
5	176
6	160
7	186
8	154
9	288
10	292
11	162
12	113
13	170
14	115
15	60

Config	T = 4.33
0	57
1	159
2	132
3	147
4	123
5	163
6	185
7	184
8	182
9	262
10	290
11	163
12	105
13	175
14	114
15	59

Config	T = 4.32
0	53
1	188
2	124
3	174
4	121
5	161
6	171
7	178
8	160
9	248
10	271
11	157
12	129
13	171
14	132
15	62

Config	T = 4.31
0	48
1	177
2	97
3	189
4	106
5	181
6	169
7	160
8	172
9	301
10	282
11	172
12	124
13	160
14	115
15	47

Config	T = 4.3
0	56
1	170
2	109
3	175
4	116
5	179
6	182
7	167
8	180
9	282
10	250
11	172
12	127
13	167
14	120
15	48

Config	T = 4.29
0	44
1	185
2	133
3	182
4	120
5	151
6	175
7	167
8	185
9	246
10	261
11	165
12	124
13	168
14	137
15	57

Config	T = 4.28
0	70
1	160
2	113
3	187
4	116
5	180
6	166
7	150
8	190
9	268
10	242
11	187
12	128
13	160
14	125
15	58

Config	T = 4.27
0	54
1	174
2	117
3	164
4	113
5	176
6	171
7	190
8	165
9	292
10	255
11	164
12	120
13	174
14	124
15	47

Config	T = 4.26
0	54
1	167
2	111
3	187
4	116
5	190
6	163
7	165
8	178
9	253
10	282
11	187
12	115
13	167
14	110
15	55

Config	T = 4.25
0	46
1	180
2	119
3	188
4	123
5	184
6	168
7	172
8	172
9	301
10	210
11	164
12	128
13	156
14	124
15	65

Config	T = 4.24
0	57
1	155
2	135
3	164
4	135
5	183
6	168
7	174
8	177
9	221
10	275
11	184
12	125
13	175
14	125
15	47

Config	T = 4.23
0	62
1	165
2	118
3	175
4	115
5	186
6	167
7	179
8	180
9	262
10	245
11	183
12	118
13	173
14	121
