Config	T = 5
0	49
1	114
2	66
3	104
4	70
5	106
6	128
7	112
8	114
9	164
10	167
11	97
12	80
13	107
14	76
15	46

Config	T = 4.99
0	35
1	120
2	79
3	103
4	82
5	99
6	111
7	113
8	91
9	179
10	169
11	113
12	72
13	130
14	69
15	35

Config	T = 4.98
0	40
1	107
2	90
3	105
4	78
5	111
6	98
7	125
8	108
9	143
10	173
11	120
12	65
13	122
14	77
15	38

Config	T = 4.97
0	45
1	102
2	72
3	116
4	70
5	133
6	101
7	121
8	117
9	171
10	142
11	109
12	82
13	95
14	84
15	40

Config	T = 4.96
0	40
1	110
2	66
3	120
4	69
5	134
6	104
7	121
8	111
9	168
10	155
11	121
12	65
13	111
14	62
15	43

Config	T = 4.95
0	41
1	94
2	89
3	99
4	83
5	138
6	89
7	139
8	100
9	160
10	153
11	105
12	86
13	100
14	92
15	32

Config	T = 4.94
0	36
1	108
2	81
3	110
4	86
5	106
6	124
7	99
8	121
9	149
10	166
11	110
12	79
13	108
14	74
15	43

Config	T = 4.93
0	38
1	115
2	81
3	114
4	76
5	95
6	124
7	101
8	128
9	151
10	150
11	104
12	89
13	105
14	94
15	35

Config	T = 4.92
0	30
1	95
2	74
3	114
4	82
5	139
6	113
7	112
8	124
9	135
10	196
11	123
12	64
13	104
14	56
15	39

Config	T = 4.91
0	38
1	112
2	74
3	114
4	78
5	118
6	103
7	112
8	101
9	171
10	160
11	115
12	80
13	113
14	76
15	35

Config	T = 4.9
0	36
1	112
2	91
3	96
4	91
5	96
6	131
7	112
8	115
9	141
10	153
11	107
12	80
13	123
14	80
15	36

Config	T = 4.89
0	27
1	119
2	74
3	121
4	79
5	112
6	110
7	105
8	107
9	156
10	171
11	116
12	83
13	114
14	78
15	28

Config	T = 4.88
0	44
1	113
2	74
3	111
4	66
5	113
6	99
7	123
8	105
9	166
10	169
11	115
12	71
13	117
14	79
15	35

Config	T = 4.87
0	31
1	119
2	71
3	115
4	78
5	108
6	122
7	105
8	111
9	137
10	187
11	124
12	71
13	128
14	64
15	29

Config	T = 4.86
0	46
1	107
2	86
3	108
4	83
5	101
6	112
7	103
8	116
9	140
10	159
11	126
12	74
13	125
14	77
15	37

Config	T = 4.85
0	38
1	123
2	76
3	115
4	79
5	112
6	106
7	117
8	95
9	155
10	159
11	109
12	79
13	117
14	76
15	44

Config	T = 4.84
0	29
1	127
2	56
3	126
4	59
5	102
6	110
7	100
8	106
9	202
10	178
11	108
12	85
13	109
14	82
15	21

Config	T = 4.83
0	43
1	109
2	78
3	112
4	83
5	111
6	103
7	103
8	101
9	172
10	161
11	111
12	83
13	108
14	78
15	44

Config	T = 4.82
0	47
1	99
2	84
3	94
4	76
5	109
6	105
7	122
8	108
9	159
10	186
11	108
12	73
13	113
14	81
15	36

Config	T = 4.81
0	38
1	124
2	71
3	128
4	67
5	122
6	92
7	122
8	100
9	169
10	150
11	105
12	79
13	101
14	83
15	49

Config	T = 4.8
0	32
1	116
2	65
3	118
4	70
5	123
6	114
7	116
8	111
9	159
10	177
11	113
12	73
13	111
14	68
15	34

Config	T = 4.79
0	40
1	111
2	77
3	112
4	76
5	91
6	120
7	91
8	122
9	160
10	189
11	105
12	78
13	104
14	79
15	45

Config	T = 4.78
0	35
1	121
2	86
3	113
4	72
5	95
6	111
7	117
8	117
9	151
10	164
11	99
12	77
13	107
14	91
15	44

Config	T = 4.77
0	40
1	98
2	85
3	111
4	81
5	112
6	104
7	103
8	121
9	136
10	184
11	128
12	74
13	115
14	78
15	30

Config	T = 4.76
0	27
1	118
2	78
3	123
4	66
5	108
6	107
7	115
8	124
9	174
10	157
11	105
12	75
13	100
14	87
15	36

Config	T = 4.75
0	38
1	109
2	72
3	108
4	77
5	112
6	123
7	108
8	117
9	184
10	150
11	104
12	79
13	105
14	74
15	40

Config	T = 4.74
0	35
1	106
2	94
3	88
4	85
5	92
6	122
7	119
8	113
9	152
