Config	T = 5
0	90
1	250
2	161
3	259
4	175
5	279
6	246
7	256
8	241
9	367
10	344
11	245
12	186
13	236
14	172
15	93

Config	T = 4.99
0	64
1	249
2	176
3	256
4	176
5	247
6	251
7	240
8	258
9	393
10	374
11	264
12	163
13	257
14	163
15	69

Config	T = 4.98
0	99
1	224
2	192
3	222
4	204
5	277
6	236
7	267
8	222
9	307
10	392
11	265
12	178
13	267
14	166
15	82

Config	T = 4.97
0	87
1	241
2	179
3	238
4	182
5	274
6	249
7	274
8	243
9	364
10	351
11	237
12	174
13	240
14	171
15	96

Config	T = 4.96
0	106
1	235
2	176
3	251
4	186
5	251
6	247
7	225
8	253
9	320
10	392
11	275
12	166
13	259
14	156
15	102

Config	T = 4.95
0	86
1	234
2	179
3	248
4	179
5	250
6	248
7	236
8	262
9	362
10	390
11	261
12	166
13	247
14	166
15	86

Config	T = 4.94
0	85
1	271
2	167
3	282
4	156
5	295
6	216
7	295
8	238
9	348
10	314
11	246
12	164
13	235
14	175
15	113

Config	T = 4.93
0	73
1	257
2	170
3	254
4	180
5	256
6	255
7	249
8	242
9	390
10	350
11	250
12	174
13	253
14	164
15	83

Config	T = 4.92
0	73
1	264
2	166
3	262
4	177
5	285
6	235
7	276
8	222
9	365
10	348
11	240
12	184
13	242
14	173
15	88

Config	T = 4.91
0	84
1	248
2	194
3	238
4	184
5	265
6	236
7	285
8	236
9	367
10	321
11	236
12	180
13	246
14	190
15	90

Config	T = 4.9
0	108
1	234
2	187
3	221
4	175
5	246
6	246
7	271
8	245
9	363
10	368
11	251
12	156
13	264
14	168
15	97

Config	T = 4.89
0	89
1	258
2	157
3	276
4	168
5	270
6	252
7	241
8	259
9	343
10	323
11	247
12	213
13	229
14	202
15	73

Config	T = 4.88
0	91
1	229
2	173
3	254
4	199
5	250
6	271
7	199
8	270
9	341
10	370
11	267
12	193
13	242
14	167
15	84

Config	T = 4.87
0	95
1	250
2	168
3	241
4	170
5	259
6	257
7	266
8	246
9	382
10	330
11	227
12	196
13	236
14	194
15	83

Config	T = 4.86
0	79
1	267
2	164
3	259
4	163
5	252
6	252
7	261
8	245
9	366
10	364
11	241
12	177
13	249
14	178
15	83

Config	T = 4.85
0	82
1	244
2	154
3	253
4	164
5	278
6	251
7	259
8	250
9	417
10	350
11	250
12	168
13	241
14	158
15	81

Config	T = 4.84
0	107
1	265
2	155
3	254
4	160
5	256
6	242
7	262
8	226
9	362
10	335
11	252
12	197
13	263
14	192
15	72

Config	T = 4.83
0	89
1	251
2	173
3	253
4	163
5	266
6	245
7	274
8	257
9	369
10	329
11	240
12	178
13	238
14	188
15	87

Config	T = 4.82
0	99
1	233
2	168
3	244
4	171
5	253
6	243
7	239
8	251
9	423
10	346
11	245
12	185
13	234
14	182
15	84

Config	T = 4.81
0	81
1	229
2	194
3	221
4	192
5	246
6	244
7	256
8	238
9	372
10	418
11	241
12	164
13	249
14	166
15	89

Config	T = 4.8
0	85
1	249
2	178
3	241
4	171
5	241
6	275
7	256
8	274
9	337
10	369
11	244
12	168
13	252
14	175
15	85

Config	T = 4.79
0	81
1	216
2	196
3	238
4	200
5	284
6	223
7	258
8	241
9	353
10	376
11	272
12	169
13	250
14	165
15	78

Config	T = 4.78
0	86
1	250
2	173
3	257
4	174
5	254
6	260
7	246
8	266
9	349
10	361
11	251
12	164
13	244
14	163
15	102

Config	T = 4.77
0	78
1	262
2	173
3	256
4	174
5	263
6	243
7	268
8	236
9	388
10	310
11	245
12	191
13	251
14	190
15	72

Config	T = 4.76
0	77
1	255
2	170
3	249
4	159
5	228
6	259
7	245
8	264
9	406
10	384
11	247
12	155
13	253
14	166
15	83

Config	T = 4.75
0	88
1	252
2	182
3	236
4	183
5	234
6	265
7	249
8	248
9	353
10	369
11	254
12	165
13	270
14	164
15	88

Config	T = 4.74
0	86
1	249
2	169
3	253
4	185
5	261
6	248
7	241
8	236
9	363
10	375
11	255
12	175
13	251
14	159
15	94

Config	T = 4.73
0	91
1	248
2	165
3	236
4	188
5	261
6	271
7	250
8	236
9	355
10	361
11	235
12	199
13	247
14	176
15	81

Config	T = 4.72
0	87
1	255
2	183
3	256
4	161
5	234
6	247
7	255
8	270
9	357
10	357
11	246
12	167
13	245
14	189
15	91

Config	T = 4.71
0	90
1	243
2	175
3	251
4	183
5	273
6	233
7	257
8	233
9	341
10	368
11	269
12	176
13	261
14	168
15	79

Config	T = 4.7
0	78
1	246
2	179
3	250
4	180
5	232
6	246
7	227
8	249
9	357
10	418
11	274
12	161
13	270
14	160
15	73

Config	T = 4.69
0	96
1	251
2	163
3	239
4	177
5	246
6	255
7	244
8	229
9	402
10	373
11	228
12	187
13	240
14	173
15	97

Config	T = 4.68
0	73
1	239
2	186
3	249
4	192
5	286
6	237
7	270
8	241
9	338
10	360
11	255
12	176
13	245
14	170
15	83

Config	T = 4.67
0	70
1	265
2	162
3	250
4	167
5	251
6	249
7	261
8	229
9	427
10	354
11	246
12	172
13	261
14	167
15	69

Config	T = 4.66
0	68
1	249
2	172
3	259
4	167
5	264
6	250
7	259
8	265
9	393
10	336
11	255
12	174
13	245
14	179
15	65

Config	T = 4.65
0	80
1	244
2	175
3	241
4	179
5	247
6	247
7	246
8	240
9	351
10	431
11	260
12	160
13	263
14	156
15	80

Config	T = 4.64
0	86
1	266
2	169
3	267
4	160
5	246
6	257
7	254
8	267
9	366
10	318
11	254
12	169
13	253
14	178
15	90

Config	T = 4.63
0	84
1	253
2	175
3	251
4	187
5	276
6	234
7	266
8	220
9	345
10	367
11	260
12	170
13	262
14	158
15	92

Config	T = 4.62
0	78
1	256
2	170
3	275
4	174
5	264
6	240
7	241
8	255
9	342
10	352
11	257
12	192
13	238
14	188
15	78

Config	T = 4.61
0	85
1	274
2	153
3	282
4	156
5	275
6	223
7	264
8	228
9	394
10	308
11	247
12	199
13	239
14	196
15	77

Config	T = 4.6
0	90
1	263
2	156
3	262
4	161
5	240
6	255
7	236
8	249
9	382
10	368
11	247
12	182
13	248
14	177
15	84

Config	T = 4.59
0	92
1	245
2	172
3	258
4	184
5	274
6	257
7	249
8	258
9	323
10	341
11	257
12	181
13	244
14	169
15	96

Config	T = 4.58
0	102
1	261
2	185
3	254
4	177
5	248
6	227
7	263
8	228
9	321
10	350
11	259
12	177
13	266
14	185
15	97

Config	T = 4.57
0	86
1	250
2	165
3	236
4	169
5	230
6	282
7	240
8	264
9	365
10	399
11	256
12	157
13	270
14	153
15	78

Config	T = 4.56
0	87
1	249
2	170
3	262
4	169
5	263
6	236
7	251
8	250
9	363
10	355
11	264
12	175
13	251
14	176
15	79

Config	T = 4.55
0	85
1	234
2	179
3	236
4	179
5	249
6	275
7	247
8	277
9	355
10	370
11	257
12	159
13	255
14	159
15	84

Config	T = 4.54
0	80
1	258
2	166
3	270
4	160
5	269
6	224
7	263
8	242
9	370
10	365
11	243
12	186
13	231
14	192
15	81

Config	T = 4.53
0	67
1	248
2	188
3	243
4	186
5	247
6	262
7	254
8	259
9	376
10	359
11	254
12	154
13	259
14	156
15	88

Config	T = 4.52
0	77
1	238
2	201
3	244
4	177
5	253
6	233
7	271
8	263
9	369
10	338
11	259
12	161
13	253
14	185
15	78

Config	T = 4.51
0	56
1	266
2	175
3	253
4	176
5	255
6	254
7	267
8	240
9	363
10	368
11	238
12	192
13	251
14	191
15	55

Config	T = 4.5
0	75
1	256
2	169
3	255
4	182
5	244
6	241
7	232
8	227
9	408
10	377
11	257
12	177
13	258
14	164
15	78

Config	T = 4.49
0	78
1	243
2	177
3	248
4	172
5	240
6	279
7	240
8	289
9	399
10	313
11	250
12	174
13	245
14	179
