Config	T = 5
0	66
1	171
2	113
3	166
4	122
5	175
6	172
7	171
8	158
9	266
10	265
11	172
12	133
13	177
14	124
15	49

Config	T = 4.99
0	55
1	185
2	123
3	185
4	142
5	176
6	177
7	157
8	158
9	230
10	224
11	186
12	139
13	186
14	120
15	57

Config	T = 4.98
0	66
1	175
2	132
3	170
4	129
5	157
6	188
7	165
8	186
9	211
10	241
11	187
12	120
13	192
14	123
15	58

Config	T = 4.97
0	63
1	173
2	110
3	169
4	112
5	153
6	179
7	155
8	173
9	293
10	286
11	159
12	129
13	163
14	127
15	56

Config	T = 4.96
0	56
1	176
2	121
3	167
4	129
5	173
6	185
7	174
8	168
9	229
10	272
11	175
12	122
13	184
14	114
15	55

Config	T = 4.95
0	59
1	160
2	118
3	148
4	127
5	177
6	185
7	180
8	164
9	243
10	313
11	156
12	133
13	168
14	124
15	45

Config	T = 4.94
0	71
1	160
2	126
3	161
4	137
5	170
6	189
7	158
8	179
9	261
10	220
11	170
12	141
13	169
14	130
15	58

Config	T = 4.93
0	64
1	184
2	116
3	169
4	126
5	166
6	177
7	171
8	152
9	274
10	237
11	156
12	144
13	171
14	134
15	59

Config	T = 4.92
0	61
1	196
2	123
3	180
4	114
5	144
6	191
7	169
8	184
9	248
10	224
11	161
12	125
13	177
14	134
15	69

Config	T = 4.91
0	67
1	178
2	118
3	166
4	113
5	151
6	202
7	168
8	195
9	271
10	225
11	155
12	128
13	167
14	133
15	63

Config	T = 4.9
0	59
1	151
2	141
3	151
4	145
5	175
6	170
7	171
8	166
9	224
10	302
11	172
12	122
13	172
14	118
15	61

Config	T = 4.89
0	60
1	176
2	121
3	166
4	129
5	143
6	203
7	145
8	185
9	256
10	266
11	168
12	125
13	178
14	117
15	62

Config	T = 4.88
0	61
1	163
2	130
3	155
4	136
5	177
6	181
7	179
8	167
9	219
10	278
11	180
12	120
13	188
14	114
15	52

Config	T = 4.87
0	55
1	165
2	123
3	175
4	132
5	192
6	165
7	173
8	166
9	255
10	264
11	171
12	121
13	161
14	112
15	70

Config	T = 4.86
0	59
1	166
2	137
3	173
4	138
5	193
6	167
7	185
8	173
9	202
10	235
11	191
12	119
13	184
14	118
15	60

Config	T = 4.85
0	60
1	186
2	102
3	175
4	120
5	176
6	193
7	169
8	164
9	292
10	226
11	150
12	139
13	161
14	121
15	66

Config	T = 4.84
0	56
1	184
2	130
3	183
4	128
5	169
6	169
7	172
8	170
9	234
10	233
11	184
12	118
13	185
14	120
15	65

Config	T = 4.83
0	53
1	171
2	114
3	172
4	127
5	196
6	159
7	182
8	147
9	266
10	278
11	174
12	123
13	173
14	110
15	55

Config	T = 4.82
0	58
1	171
2	119
3	181
4	130
5	184
6	153
7	163
8	152
9	262
10	259
11	189
12	131
13	179
14	120
15	49

Config	T = 4.81
0	66
1	177
2	122
3	185
4	112
5	171
6	174
7	173
8	192
9	233
10	238
11	174
12	118
13	166
14	128
15	71

Config	T = 4.8
0	60
1	162
2	127
3	160
4	134
5	181
6	166
7	176
8	157
9	267
10	260
11	174
12	127
13	176
14	120
15	53

Config	T = 4.79
0	69
1	164
2	120
3	165
4	127
5	183
6	170
7	175
8	164
9	237
10	280
11	177
12	116
13	176
14	109
15	68

Config	T = 4.78
0	61
1	173
2	134
3	176
4	126
5	163
6	170
7	168
8	181
9	257
10	217
11	182
12	124
13	179
14	132
15	57

Config	T = 4.77
0	58
1	160
2	115
3	173
4	120
5	176
6	177
7	158
8	185
9	274
10	276
11	187
12	108
13	174
14	103
15	56

Config	T = 4.76
0	60
1	170
2	116
3	165
4	114
5	209
6	150
7	216
8	147
9	273
10	258
11	151
12	125
13	156
14	127
15	63

Config	T = 4.75
0	74
1	175
2	131
3	178
4	118
5	162
6	164
7	172
8	180
9	215
10	253
11	186
12	112
13	183
14	125
15	72

Config	T = 4.74
0	57
1	158
2	136
3	148
4	134
5	176
6	188
7	188
8	180
9	225
10	277
11	178
12	104
13	188
14	106
15	57

Config	T = 4.73
0	54
1	166
2	132
3	163
4	129
5	190
6	162
7	196
8	162
9	250
10	258
11	177
12	109
13	180
14	112
15	60

Config	T = 4.72
0	48
1	184
2	125
3	176
4	121
5	156
6	163
7	168
8	159
9	256
10	293
11	176
12	118
13	184
14	122
15	51

Config	T = 4.71
0	65
1	168
2	117
3	179
4	114
5	174
6	170
7	166
8	184
9	255
10	258
11	186
12	114
13	175
14	117
15	58

Config	T = 4.7
0	51
1	175
2	133
3	169
4	137
5	165
6	179
7	167
8	169
9	246
10	261
11	173
12	116
13	179
14	112
15	68

Config	T = 4.69
0	55
1	155
2	125
3	171
4	126
5	191
6	164
7	174
8	179
9	256
10	270
11	192
12	107
13	176
14	106
15	53

Config	T = 4.68
0	66
1	171
2	122
3	166
4	116
5	172
6	152
7	183
8	153
9	276
10	270
11	178
12	116
13	183
14	122
15	54

Config	T = 4.67
0	68
1	166
2	132
3	166
4	134
5	181
6	168
7	179
8	166
9	232
10	235
11	188
12	119
13	188
14	117
15	61

Config	T = 4.66
0	67
1	189
2	114
3	181
4	101
5	155
6	159
7	176
8	164
9	278
10	256
11	161
12	129
13	169
14	142
15	59

Config	T = 4.65
0	40
1	179
2	118
3	172
4	119
5	177
6	192
7	183
8	184
9	256
10	269
11	154
12	120
13	161
14	119
15	57

Config	T = 4.64
0	55
1	167
2	128
3	167
4	137
5	175
6	177
7	166
8	168
9	227
10	281
11	179
12	123
13	179
14	114
15	57

Config	T = 4.63
0	72
1	159
2	130
3	161
4	123
5	171
6	179
7	176
8	188
9	218
10	262
11	180
12	120
13	178
14	127
15	56

Config	T = 4.62
0	47
1	166
2	120
3	189
4	132
5	198
6	162
7	163
8	173
9	249
10	262
11	179
12	127
13	156
14	115
15	62

Config	T = 4.61
0	55
1	191
2	114
3	177
4	113
5	170
6	176
7	185
8	163
9	257
10	256
11	155
12	128
13	169
14	129
15	62

Config	T = 4.6
0	58
1	155
2	120
3	158
4	123
5	181
6	196
7	175
8	196
9	225
10	289
11	170
12	121
13	167
14	118
15	48

Config	T = 4.59
0	52
1	171
2	130
3	164
4	139
5	159
6	195
7	157
8	179
9	250
10	256
11	169
12	126
13	176
14	117
15	60

Config	T = 4.58
0	50
1	174
2	115
3	173
4	119
5	144
6	185
7	141
8	180
9	315
10	266
11	178
12	121
13	179
14	117
15	43

Config	T = 4.57
0	69
1	185
2	111
3	185
4	119
5	153
6	197
7	145
8	189
9	256
10	208
11	180
12	138
13	180
14	130
15	55

Config	T = 4.56
0	56
1	190
2	117
3	182
4	116
5	180
6	149
7	189
8	142
9	281
10	234
11	160
12	141
13	168
14	142
15	53

Config	T = 4.55
0	43
1	183
2	125
3	169
4	133
5	176
6	186
7	182
8	164
9	251
10	258
11	161
12	118
13	175
14	110
15	66

Config	T = 4.54
0	59
1	184
2	110
3	188
4	112
5	170
6	201
7	164
8	203
9	249
10	211
11	168
12	128
13	164
14	126
15	63

Config	T = 4.53
0	53
1	182
2	119
3	178
4	120
5	163
6	182
7	166
8	177
9	242
10	262
11	173
12	129
13	177
14	128
15	49

Config	T = 4.52
0	59
1	166
2	125
3	176
4	128
5	202
6	159
7	189
8	166
9	229
10	253
11	183
12	115
13	173
14	112
15	65

Config	T = 4.51
0	55
1	170
2	126
3	163
4	124
5	177
6	180
7	186
8	175
9	259
10	244
11	172
12	118
13	179
14	120
15	52

Config	T = 4.5
0	51
1	165
2	114
3	166
4	110
5	172
6	170
7	175
8	175
9	294
10	286
11	182
12	110
13	181
14	114
15	35

Config	T = 4.49
0	53
1	173
2	127
3	167
4	116
5	175
6	158
7	192
8	163
9	249
10	296
11	170
12	108
13	176
14	119
15	58

Config	T = 4.48
0	48
1	153
2	142
3	160
4	143
5	181
6	154
7	173
8	160
9	248
10	291
11	185
12	119
13	178
14	118
15	47

Config	T = 4.47
0	53
1	182
2	115
3	177
4	112
5	178
6	159
7	186
8	157
9	234
10	308
11	167
12	122
13	172
14	125
15	53

Config	T = 4.46
0	64
1	193
2	108
3	176
4	106
5	177
6	180
7	196
8	165
9	239
10	253
11	162
12	116
13	179
14	118
15	68

Config	T = 4.45
0	67
1	163
2	123
3	152
4	125
5	182
6	175
7	191
8	162
9	267
10	256
11	158
12	126
13	169
14	124
15	60

Config	T = 4.44
0	61
1	177
2	124
3	165
4	113
5	181
6	153
7	204
8	152
9	250
10	283
11	171
12	104
13	183
14	115
15	64

Config	T = 4.43
0	56
1	157
2	126
3	182
4	117
5	176
6	154
7	160
8	188
9	302
10	252
11	188
12	103
13	163
14	112
15	64

Config	T = 4.42
0	56
1	182
2	112
3	166
4	110
5	161
6	181
7	179
8	167
9	265
10	281
11	169
12	121
13	185
14	123
15	42

Config	T = 4.41
0	49
1	169
2	122
3	191
4	129
5	200
6	148
7	171
8	163
9	244
10	260
11	195
12	119
13	173
14	112
15	55

Config	T = 4.4
0	56
1	178
2	111
3	170
4	124
5	175
6	177
7	170
8	156
9	288
10	254
11	153
12	143
13	161
14	130
15	54

Config	T = 4.39
0	48
1	163
2	120
3	173
4	114
5	180
6	166
7	176
8	182
9	275
10	281
11	176
12	115
13	166
14	121
15	44

Config	T = 4.38
0	56
1	160
2	128
3	163
4	114
5	176
6	170
7	187
8	187
9	239
10	294
11	181
12	101
13	178
14	115
15	51

Config	T = 4.37
0	58
1	177
2	123
3	150
4	122
5	176
6	176
7	204
8	150
9	266
10	269
11	152
12	119
13	179
14	120
15	59

Config	T = 4.36
0	61
1	168
2	122
3	178
4	111
5	163
6	155
7	164
8	176
9	265
10	295
11	185
12	106
13	175
14	117
15	59

Config	T = 4.35
0	63
1	201
2	114
3	188
4	106
5	157
6	164
7	178
8	159
9	270
10	221
11	169
12	132
13	182
14	140
15	56

Config	T = 4.34
0	61
1	162
2	118
3	158
4	115
5	181
6	183
7	188
8	182
9	264
10	266
11	166
12	115
13	170
14	118
15	53

Config	T = 4.33
0	60
1	172
2	119
3	179
4	107
5	161
6	162
7	166
8	181
9	296
10	249
11	179
12	118
13	172
14	130
15	49

Config	T = 4.32
0	48
1	177
2	125
3	169
4	109
5	154
6	182
7	178
8	190
9	288
10	264
11	160
12	106
13	168
14	122
15	60

Config	T = 4.31
0	56
1	174
2	117
3	173
4	124
5	166
6	187
7	160
8	179
9	279
10	242
11	167
12	129
13	168
14	122
15	57

Config	T = 4.3
0	72
1	186
2	110
3	193
4	102
5	178
6	153
7	179
8	168
9	302
10	175
11	178
12	136
13	171
14	144
15	53

Config	T = 4.29
0	41
1	179
2	110
3	181
4	116
5	186
6	168
7	178
8	164
9	276
10	281
11	173
12	117
13	171
14	111
15	48

Config	T = 4.28
0	61
1	155
2	124
3	161
4	122
5	169
6	160
7	165
8	168
9	245
10	328
11	194
12	108
13	188
14	110
15	42

Config	T = 4.27
0	55
1	195
2	104
3	186
4	113
5	142
6	197
7	142
8	179
9	307
10	239
11	163
12	124
13	172
14	115
15	67

Config	T = 4.26
0	56
1	177
2	113
3	183
4	108
5	168
6	179
7	167
8	190
9	262
10	260
11	171
12	120
13	165
14	125
15	56

Config	T = 4.25
0	53
1	182
2	122
3	171
4	121
5	172
6	174
7	184
8	164
9	262
10	243
11	176
12	119
13	187
14	120
15	50

Config	T = 4.24
0	51
1	170
2	113
3	174
4	109
5	191
6	179
7	191
8	187
9	242
10	276
11	164
12	119
13	160
14	123
15	51

Config	T = 4.23
0	54
1	191
2	102
3	194
4	108
5	188
6	157
7	179
8	154
9	262
10	263
11	168
12	133
13	165
14	127
15	55

Config	T = 4.22
0	42
1	177
2	129
3	162
4	120
5	156
6	186
7	180
8	180
9	272
10	276
11	172
12	100
13	187
14	109
15	52

Config	T = 4.21
0	53
1	181
2	113
3	168
4	128
5	147
6	203
7	145
8	175
9	303
10	247
11	153
12	137
13	166
14	122
15	59

Config	T = 4.2
0	42
1	182
2	106
3	186
4	111
5	177
6	182
7	168
8	181
9	297
10	245
