Config	T = 5
0	106
1	249
2	167
3	242
4	181
5	253
6	250
7	246
8	229
9	384
10	322
11	239
12	210
13	246
14	196
15	80

Config	T = 4.99
0	69
1	245
2	192
3	227
4	187
5	230
6	260
7	253
8	247
9	392
10	398
11	226
12	168
13	244
14	173
15	89

Config	T = 4.98
0	88
1	230
2	185
3	239
4	187
5	243
6	232
7	232
8	239
9	385
10	414
11	251
12	172
13	242
14	170
15	91

Config	T = 4.97
0	92
1	236
2	188
3	241
4	180
5	260
6	226
7	263
8	239
9	360
10	387
11	236
12	176
13	231
14	184
15	101

Config	T = 4.96
0	87
1	244
2	169
3	261
4	183
5	250
6	252
7	219
8	255
9	332
10	410
11	239
12	199
13	222
14	185
15	93

Config	T = 4.95
0	103
1	237
2	178
3	252
4	163
5	258
6	213
7	258
8	243
9	394
10	350
11	264
12	169
13	249
14	184
15	85

Config	T = 4.94
0	79
1	258
2	167
3	258
4	180
5	237
6	269
7	224
8	256
9	435
10	309
11	240
12	184
13	240
14	171
15	93

Config	T = 4.93
0	98
1	239
2	181
3	249
4	179
5	243
6	252
7	235
8	264
9	384
10	335
11	237
12	186
13	227
14	188
15	103

Config	T = 4.92
0	91
1	251
2	192
3	237
4	191
5	231
6	242
7	246
8	229
9	398
10	343
11	224
12	191
13	238
14	192
15	104

Config	T = 4.91
0	90
1	239
2	186
3	254
4	184
5	262
6	227
7	249
8	244
9	363
10	363
11	253
12	171
13	238
14	173
15	104

Config	T = 4.9
0	102
1	247
2	181
3	250
4	172
5	228
6	236
7	234
8	248
9	404
10	352
11	242
12	174
13	239
14	183
15	108

Config	T = 4.89
0	89
1	239
2	178
3	245
4	179
5	246
6	232
7	239
8	237
9	347
10	432
11	247
12	184
13	241
14	183
15	82

Config	T = 4.88
0	71
1	253
2	196
3	245
4	198
5	207
6	272
7	213
8	262
9	359
10	380
11	248
12	176
13	256
14	174
15	90

Config	T = 4.87
0	90
1	246
2	191
3	252
4	179
5	254
6	244
7	260
8	262
9	343
10	330
11	246
12	176
13	240
14	188
15	99

Config	T = 4.86
0	70
1	254
2	174
3	251
4	177
5	235
6	268
7	235
8	262
9	348
10	418
11	241
12	169
13	244
14	166
15	88

Config	T = 4.85
0	60
1	255
2	180
3	253
4	176
5	218
6	229
7	224
8	231
9	499
10	360
11	239
12	181
13	241
14	185
15	69

Config	T = 4.84
0	84
1	270
2	164
3	242
4	171
5	230
6	284
7	251
8	249
9	403
10	329
11	222
12	183
13	250
14	176
15	92

Config	T = 4.83
0	88
1	242
2	180
3	239
4	175
5	248
6	241
7	256
8	243
9	370
10	391
11	241
12	176
13	244
14	181
15	85

Config	T = 4.82
0	89
1	240
2	185
3	250
4	181
5	248
6	249
7	242
8	263
9	368
10	344
11	256
12	171
13	246
14	175
15	93

Config	T = 4.81
0	80
1	246
2	194
3	240
4	193
5	229
6	253
7	236
8	248
9	323
10	404
11	248
12	186
13	254
14	187
15	79

Config	T = 4.8
0	91
1	243
2	167
3	247
4	170
5	229
6	259
7	222
8	260
9	384
10	398
11	249
12	180
13	245
14	177
15	79

Config	T = 4.79
0	87
1	244
2	175
3	257
4	166
5	238
6	237
7	234
8	259
9	425
10	353
11	229
12	190
13	216
14	199
15	91

Config	T = 4.78
0	99
1	242
2	190
3	254
4	176
5	234
6	224
7	236
8	250
9	367
10	370
11	259
12	168
13	247
14	182
15	102

Config	T = 4.77
0	81
1	263
2	175
3	252
4	176
5	248
6	247
7	258
8	235
9	407
10	332
11	218
12	189
13	229
14	188
15	102

Config	T = 4.76
0	95
1	256
2	167
3	254
4	163
5	224
6	263
7	230
8	265
9	374
10	353
11	242
12	196
13	244
14	200
15	74

Config	T = 4.75
0	81
1	243
2	168
3	249
4	168
5	247
6	259
7	241
8	265
9	397
10	377
11	227
12	186
13	221
14	186
15	85

Config	T = 4.74
0	88
1	234
2	188
3	233
4	203
5	255
6	239
7	241
8	223
9	350
10	395
11	255
12	186
13	256
14	171
15	83

Config	T = 4.73
0	81
1	233
2	187
3	249
4	189
5	265
6	236
7	247
8	250
9	346
10	384
11	241
12	191
13	225
14	189
15	87

Config	T = 4.72
0	87
1	253
2	174
3	251
4	175
5	254
6	241
7	255
8	238
9	362
10	377
11	240
12	179
13	242
14	178
15	94

Config	T = 4.71
0	86
1	235
2	188
3	244
4	188
5	246
6	234
7	237
8	243
9	345
10	410
11	267
12	168
13	258
14	168
15	83

Config	T = 4.7
0	80
1	248
2	176
3	242
4	178
5	247
6	263
7	251
8	255
9	410
10	327
11	237
12	182
13	243
14	180
15	81

Config	T = 4.69
0	85
1	266
2	174
3	264
4	171
5	245
6	243
7	250
8	244
9	376
10	321
11	237
12	199
13	239
14	202
15	84

Config	T = 4.68
0	80
1	253
2	184
3	244
4	169
5	240
6	237
7	264
8	243
9	386
10	374
11	241
12	168
13	250
14	183
15	84

Config	T = 4.67
0	81
1	210
2	200
3	217
4	197
5	274
6	235
7	270
8	245
9	330
10	442
11	234
12	174
13	227
14	177
15	87

Config	T = 4.66
0	93
1	234
2	187
3	230
4	190
5	239
6	265
7	240
8	258
9	325
10	398
11	253
12	174
13	257
14	171
15	86

Config	T = 4.65
0	80
1	256
2	161
3	259
4	162
5	267
6	239
7	263
8	241
9	430
10	327
11	223
12	195
13	220
14	194
15	83

Config	T = 4.64
0	85
1	239
2	154
3	247
4	174
5	256
6	245
7	228
8	233
9	425
10	400
11	244
12	192
13	236
14	172
15	70

Config	T = 4.63
0	78
1	241
2	180
3	236
4	177
5	224
6	254
7	232
8	252
9	395
10	422
11	235
12	175
13	240
14	178
15	81

Config	T = 4.62
0	66
1	257
2	173
3	256
4	169
5	265
6	231
7	270
8	234
9	385
10	379
11	235
12	184
13	236
14	188
15	72

Config	T = 4.61
0	87
1	220
2	193
3	225
4	174
5	275
6	205
7	289
8	229
9	398
10	391
11	244
12	170
13	239
14	189
15	72

Config	T = 4.6
0	70
1	246
2	176
3	254
4	181
5	247
6	265
7	234
8	268
9	375
10	370
11	251
12	171
13	243
14	166
15	83

Config	T = 4.59
0	88
1	236
2	185
3	242
4	167
5	234
6	247
7	246
8	271
9	360
10	401
11	255
12	159
13	249
14	177
15	83

Config	T = 4.58
0	87
1	263
2	145
3	241
4	162
5	239
6	277
7	244
8	238
9	431
10	360
11	224
12	194
13	246
14	177
15	72

Config	T = 4.57
0	84
1	230
2	170
3	254
4	186
5	258
6	235
7	218
8	243
9	358
10	432
11	264
12	184
13	240
14	168
15	76

Config	T = 4.56
0	80
1	263
2	162
3	270
4	177
5	262
6	252
7	240
8	244
9	355
10	356
11	247
12	187
13	240
14	172
15	93

Config	T = 4.55
0	97
1	218
2	185
3	211
4	185
5	252
6	242
7	259
8	235
9	372
10	421
11	248
12	175
13	255
14	175
15	70

Config	T = 4.54
0	73
1	263
2	152
3	261
4	172
5	255
6	248
7	237
8	226
9	405
10	396
11	245
12	179
13	247
14	159
15	82

Config	T = 4.53
0	70
1	241
2	181
3	228
4	179
5	244
6	240
7	259
8	229
9	412
10	429
11	239
12	157
13	252
14	159
15	81

Config	T = 4.52
0	60
1	245
2	176
3	238
4	178
5	231
6	273
7	236
8	264
9	408
10	409
11	235
12	166
13	242
14	164
15	75

Config	T = 4.51
0	81
1	241
2	179
3	236
4	195
5	271
6	248
