Config	T = 5
0	88
1	237
2	197
3	240
4	180
5	265
6	226
7	279
8	246
9	336
10	372
11	248
12	164
13	245
14	181
15	96

Config	T = 4.99
0	102
1	241
2	180
3	233
4	182
5	232
6	254
7	238
8	244
9	398
10	341
11	263
12	169
13	271
14	167
15	85

Config	T = 4.98
0	92
1	227
2	194
3	229
4	193
5	244
6	211
7	243
8	214
9	378
10	421
11	269
12	172
13	267
14	173
15	73

Config	T = 4.97
0	95
1	234
2	184
3	245
4	184
5	260
6	235
7	249
8	246
9	360
10	344
11	250
12	201
13	239
14	201
15	73

Config	T = 4.96
0	104
1	250
2	172
3	250
4	162
5	241
6	215
7	251
8	225
9	389
10	384
11	248
12	183
13	248
14	193
15	85

Config	T = 4.95
0	98
1	225
2	194
3	225
4	207
5	254
6	251
7	241
8	238
9	317
10	391
11	260
12	182
13	260
14	169
15	88

Config	T = 4.94
0	81
1	257
2	193
3	256
4	186
5	226
6	250
7	234
8	256
9	398
10	305
11	224
12	203
13	225
14	210
15	96

Config	T = 4.93
0	114
1	216
2	187
3	226
4	197
5	270
6	222
7	250
8	222
9	316
10	406
11	261
12	196
13	251
14	186
15	80

Config	T = 4.92
0	89
1	249
2	185
3	249
4	184
5	235
6	244
7	236
8	245
9	396
10	325
11	230
12	210
13	230
14	211
15	82

Config	T = 4.91
0	93
1	255
2	179
3	241
4	155
5	236
6	246
7	274
8	256
9	436
10	299
11	235
12	168
13	249
14	192
15	86

Config	T = 4.9
0	83
1	234
2	194
3	225
4	191
5	228
6	260
7	240
8	254
9	392
10	379
11	243
12	166
13	252
14	169
15	90

Config	T = 4.89
0	80
1	246
2	198
3	229
4	185
5	242
6	231
7	272
8	227
9	381
10	379
11	232
12	174
13	249
14	187
15	88

Config	T = 4.88
0	61
1	238
2	198
3	219
4	191
5	204
6	243
7	230
8	231
9	373
10	489
11	244
12	182
13	263
14	189
15	45

Config	T = 4.87
0	80
1	238
2	186
3	248
4	189
5	229
6	255
7	216
8	262
9	399
10	365
11	248
12	181
13	238
14	178
15	88

Config	T = 4.86
0	92
1	234
2	180
3	245
4	164
5	259
6	228
7	264
8	255
9	379
10	376
11	254
12	164
13	243
14	180
15	83

Config	T = 4.85
0	81
1	241
2	158
3	249
4	178
5	264
6	267
7	236
8	255
9	397
10	357
11	241
12	196
13	233
14	176
15	71

Config	T = 4.84
0	87
1	248
2	162
3	237
4	182
5	266
6	260
7	257
8	229
9	408
10	345
11	225
12	197
13	236
14	177
15	84

Config	T = 4.83
0	93
1	229
2	189
3	251
4	201
5	250
6	240
7	216
8	250
9	324
10	398
11	264
12	184
13	242
14	172
15	97

Config	T = 4.82
0	91
1	217
2	198
3	224
4	215
5	263
6	221
7	239
8	211
9	346
10	413
11	255
12	201
13	248
14	184
15	74

Config	T = 4.81
0	85
1	254
2	171
3	263
4	176
5	244
6	235
7	230
8	239
9	422
10	336
11	236
12	199
13	227
14	194
15	89

Config	T = 4.8
0	83
1	250
2	196
3	249
4	180
5	244
6	224
7	261
8	239
9	345
10	383
11	245
12	172
13	246
14	188
15	95

Config	T = 4.79
0	99
1	253
2	154
3	262
4	174
5	263
6	245
7	234
8	234
9	419
10	315
11	227
12	215
13	218
14	195
15	93

Config	T = 4.78
0	83
1	239
2	189
3	235
4	185
5	230
6	259
7	238
8	259
9	358
10	396
11	245
12	173
13	249
14	177
15	85

Config	T = 4.77
0	94
1	246
2	175
3	234
4	177
5	232
6	249
7	242
8	235
9	416
10	377
11	220
12	188
13	232
14	186
15	97

Config	T = 4.76
0	80
1	239
2	176
3	243
4	181
5	230
6	264
7	221
8	263
9	368
10	408
11	268
12	164
13	264
14	159
15	72

Config	T = 4.75
0	97
1	226
2	203
3	228
4	183
5	260
6	224
7	278
8	246
9	354
10	359
11	227
12	189
13	225
14	209
15	92

