Config	T = 5
0	60
1	166
2	138
3	174
4	131
5	169
6	158
7	168
8	173
9	250
10	244
11	183
12	122
13	175
14	129
15	60

Config	T = 4.99
0	66
1	161
2	130
3	167
4	128
5	169
6	166
7	165
8	174
9	265
10	265
11	170
12	117
13	164
14	119
15	74

Config	T = 4.98
0	59
1	158
2	131
3	156
4	144
5	158
6	184
7	147
8	169
9	228
10	311
11	185
12	122
13	187
14	109
15	52

Config	T = 4.97
0	57
1	177
2	127
3	161
4	131
5	170
6	170
7	182
8	150
9	244
10	285
11	159
12	126
13	175
14	122
15	64

Config	T = 4.96
0	41
1	175
2	124
3	165
4	133
5	168
6	201
7	169
8	182
9	225
10	293
11	170
12	114
13	180
14	105
15	55

Config	T = 4.95
0	56
1	165
2	125
3	172
4	129
5	173
6	169
7	162
8	172
9	242
10	291
11	174
12	124
13	167
14	120
15	59

Config	T = 4.94
0	67
1	182
2	127
3	185
4	118
5	162
6	157
7	168
8	169
9	234
10	252
11	177
12	126
13	174
14	135
15	67

Config	T = 4.93
0	68
1	169
2	128
3	167
4	125
5	159
6	161
7	164
8	162
9	278
10	246
11	166
12	142
13	168
14	145
15	52

Config	T = 4.92
0	55
1	154
2	137
3	166
4	131
5	168
6	157
7	162
8	175
9	232
10	319
11	184
12	114
13	172
14	120
15	54

Config	T = 4.91
0	56
1	167
2	112
3	180
4	125
5	175
6	161
7	149
8	161
9	293
10	282
11	175
12	129
13	162
14	116
15	57

Config	T = 4.9
0	52
1	161
2	115
3	186
4	128
5	182
6	146
7	144
8	158
9	357
10	226
11	166
12	151
13	141
14	138
15	49

Config	T = 4.89
0	56
1	167
2	121
3	157
4	136
5	176
6	194
7	171
8	169
9	238
10	278
11	155
12	138
13	165
14	123
15	56

Config	T = 4.88
0	61
1	152
2	128
3	144
4	137
5	176
6	171
7	175
8	154
9	275
10	292
11	170
12	124
13	178
14	115
15	48

Config	T = 4.87
0	57
1	166
2	132
3	158
4	140
5	163
6	194
7	163
8	178
9	236
10	279
11	155
12	124
13	163
14	116
15	76

Config	T = 4.86
0	55
1	164
2	136
3	162
4	134
5	193
6	137
7	197
8	137
9	240
10	296
11	176
12	118
13	178
14	120
15	57

Config	T = 4.85
0	54
1	176
2	114
3	168
4	119
5	150
6	206
7	153
8	193
9	246
10	280
11	188
12	109
13	196
14	104
15	44

