Config	T = 5
0	80
1	263
2	175
3	257
4	176
5	230
6	253
7	235
8	246
9	344
10	397
11	257
12	169
13	263
14	168
15	87

Config	T = 4.99
0	98
1	245
2	185
3	246
4	191
5	241
6	248
7	234
8	243
9	354
10	340
11	266
12	181
13	265
14	175
15	88

Config	T = 4.98
0	102
1	244
2	174
3	249
4	164
5	254
6	242
7	259
8	257
9	388
10	318
11	253
12	176
13	248
14	186
15	86

Config	T = 4.97
0	72
1	243
2	180
3	235
4	185
5	238
6	276
7	241
8	263
9	379
10	397
11	224
12	172
13	232
14	167
15	96

Config	T = 4.96
0	98
1	261
2	162
3	257
4	167
5	238
6	253
7	237
8	244
9	368
10	358
11	253
12	183
13	257
14	178
15	86

Config	T = 4.95
0	87
1	247
2	192
3	243
4	171
5	234
6	240
7	259
8	257
9	321
10	406
11	248
12	169
13	252
14	190
15	84

Config	T = 4.94
0	104
1	228
2	185
3	230
4	188
5	221
6	257
7	216
8	256
9	356
10	402
11	265
12	175
13	263
14	172
15	82

Config	T = 4.93
0	96
1	231
2	191
3	222
4	188
5	229
6	262
7	241
8	256
9	314
10	426
11	256
12	170
13	265
14	173
15	80

Config	T = 4.92
0	76
1	240
2	182
3	267
4	169
5	232
6	248
7	218
8	288
9	419
10	347
11	252
12	164
13	225
14	177
15	96

Config	T = 4.91
0	102
1	265
2	172
3	252
4	168
5	238
6	237
7	255
8	228
9	357
10	353
11	252
12	182
13	265
14	186
15	88

Config	T = 4.9
0	86
1	260
2	177
3	264
4	166
5	240
6	236
7	247
8	251
9	389
10	348
11	229
12	184
13	225
14	195
15	103

Config	T = 4.89
0	92
1	247
2	169
3	257
4	173
5	260
6	233
7	246
8	239
9	384
10	363
11	248
12	181
13	238
14	177
15	93

Config	T = 4.88
0	83
1	244
2	179
3	250
4	181
5	270
6	241
7	262
8	245
9	346
10	356
11	246
12	191
13	240
14	189
15	77

Config	T = 4.87
0	82
1	254
2	180
3	234
4	183
5	220
6	272
7	237
8	249
9	372
10	398
11	241
12	162
13	261
14	159
15	96

Config	T = 4.86
0	77
1	245
2	189
3	229
4	186
5	229
6	249
7	248
8	236
9	337
10	458
11	249
12	157
13	265
14	160
15	86

Config	T = 4.85
0	82
1	249
2	187
3	241
4	182
5	221
6	255
7	234
8	252
9	395
10	358
11	229
12	197
13	237
14	202
15	79

Config	T = 4.84
0	79
1	246
2	188
3	254
4	179
5	249
6	219
7	250
8	236
9	348
10	415
11	247
12	177
13	239
14	186
15	88

Config	T = 4.83
0	94
1	226
2	196
3	231
4	199
5	246
6	245
7	238
8	247
9	325
10	403
11	265
12	169
13	260
14	166
15	90

Config	T = 4.82
0	86
1	273
2	173
3	263
4	165
5	277
6	209
7	295
8	207
9	403
10	295
11	243
12	179
13	253
14	187
15	92

Config	T = 4.81
0	90
1	237
2	172
3	257
4	172
5	251
6	261
7	231
8	281
9	357
10	363
11	243
12	186
13	223
14	186
15	90

Config	T = 4.8
0	76
1	243
2	170
3	233
4	168
5	226
6	261
7	238
8	253
9	397
10	447
11	236
12	163
13	246
14	165
15	78

Config	T = 4.79
0	71
1	257
2	190
3	251
4	190
5	220
6	253
7	226
8	247
9	345
10	404
11	251
12	177
13	257
14	177
15	84

Config	T = 4.78
0	78
1	266
2	173
3	260
4	182
5	247
6	243
7	244
8	228
9	392
10	328
11	248
12	194
13	254
14	185
15	78

Config	T = 4.77
0	89
1	249
2	188
3	242
4	176
5	230
6	263
7	249
8	268
9	357
10	360
11	237
12	166
13	244
14	178
15	104

Config	T = 4.76
0	84
1	255
2	177
3	255
4	181
5	232
6	245
7	228
8	241
9	357
10	390
11	257
12	182
13	257
14	178
15	81

Config	T = 4.75
0	79
1	258
2	182
3	263
4	171
5	233
6	245
7	239
8	261
9	381
10	362
11	227
12	180
13	222
14	191
15	106

Config	T = 4.74
0	73
1	258
2	181
3	251
4	165
5	230
6	246
7	253
8	255
9	375
10	386
11	251
12	164
13	258
14	180
15	74

Config	T = 4.73
0	92
1	247
2	172
3	252
4	163
5	240
6	253
7	244
8	267
9	356
10	386
11	236
12	181
13	231
14	190
15	90

Config	T = 4.72
0	81
1	255
2	200
3	233
4	192
5	225
6	253
7	255
8	239
9	360
10	361
11	237
12	173
13	259
14	181
15	96

Config	T = 4.71
0	92
1	248
2	165
3	263
4	169
5	268
6	229
7	249
8	240
9	389
10	353
11	245
12	185
13	230
14	181
15	94

Config	T = 4.7
0	94
1	249
2	173
3	246
4	175
5	252
6	238
7	253
8	233
9	335
10	410
11	257
12	169
13	260
14	167
15	89

Config	T = 4.69
0	87
1	261
2	171
3	265
4	157
5	218
6	271
7	228
8	289
9	382
10	327
11	253
12	172
13	249
14	186
15	84

Config	T = 4.68
0	81
1	240
2	189
3	225
4	184
5	223
6	256
7	243
8	246
9	403
10	400
11	238
12	162
13	253
14	167
15	90

Config	T = 4.67
0	72
1	271
2	175
3	263
4	160
5	215
6	237
7	238
8	244
9	469
10	342
11	221
12	175
13	229
14	190
15	99

Config	T = 4.66
0	81
1	249
2	186
3	237
4	184
5	261
6	230
7	275
8	220
9	345
10	400
11	254
12	162
13	266
14	164
15	86

Config	T = 4.65
0	85
1	252
2	192
3	254
4	177
5	255
6	245
7	268
8	262
9	302
10	358
11	254
12	167
13	252
14	182
15	95

Config	T = 4.64
0	63
1	239
2	183
3	244
4	170
5	233
6	246
7	241
8	264
9	408
10	423
11	239
12	162
13	234
14	175
15	76

Config	T = 4.63
0	67
1	255
2	169
3	260
4	169
5	253
6	250
7	248
8	255
9	436
10	335
11	229
12	183
13	224
14	183
15	84

Config	T = 4.62
0	83
1	236
2	173
3	242
4	175
5	251
6	259
7	243
8	263
9	384
10	389
11	248
12	162
13	242
14	160
15	90

Config	T = 4.61
0	85
1	254
2	166
3	246
4	184
5	259
6	246
7	249
8	220
9	374
10	380
11	251
12	181
13	259
14	163
15	83

Config	T = 4.6
0	87
1	269
2	175
3	264
4	171
5	224
6	258
7	233
8	257
9	357
10	359
11	247
12	168
13	252
14	172
15	107

Config	T = 4.59
0	83
1	236
2	178
3	251
4	168
5	260
6	233
7	255
8	258
9	394
10	370
11	240
12	177
13	225
14	187
15	85

Config	T = 4.58
0	81
1	252
2	168
3	247
4	172
5	258
6	248
7	259
8	239
9	379
10	384
11	246
12	166
13	251
14	162
15	88

Config	T = 4.57
0	74
1	254
2	183
3	241
4	186
5	228
6	230
7	238
8	214
9	399
10	417
11	243
12	182
13	256
14	179
15	76

Config	T = 4.56
0	87
1	247
2	208
3	240
4	186
5	211
6	232
7	240
8	247
9	365
10	379
11	262
12	154
13	269
14	176
15	97

Config	T = 4.55
0	74
1	252
2	168
3	254
4	163
5	264
6	221
7	267
8	228
9	429
10	372
11	238
12	176
13	236
14	181
15	77

Config	T = 4.54
0	82
1	223
2	193
3	218
4	194
5	231
6	253
7	235
8	247
9	355
10	447
11	256
12	168
13	261
14	167
15	70

Config	T = 4.53
0	74
1	236
2	169
3	232
4	192
5	247
6	275
7	228
8	248
9	391
10	413
11	222
12	194
13	226
14	171
15	82

Config	T = 4.52
0	71
1	259
2	173
3	245
4	155
5	264
6	230
7	296
8	234
9	387
10	383
11	230
12	170
13	244
14	188
15	71

Config	T = 4.51
0	57
1	267
2	167
3	279
4	170
5	248
6	249
7	233
8	258
9	392
10	354
11	243
12	192
13	231
14	189
15	71

Config	T = 4.5
0	64
1	237
2	177
3	248
4	162
5	251
6	236
7	255
8	262
9	383
10	434
11	241
12	172
13	230
14	187
15	61

Config	T = 4.49
0	78
1	207
2	196
3	228
4	193
5	287
6	213
7	269
8	237
9	366
10	417
11	278
12	150
13	257
14	153
15	71

Config	T = 4.48
0	72
1	249
2	157
3	250
4	168
5	283
6	238
7	271
8	228
9	387
10	409
11	250
12	160
13	249
14	149
15	80

Config	T = 4.47
0	71
1	257
2	179
3	240
4	175
5	242
6	277
7	263
8	264
9	407
10	317
11	213
12	188
13	230
14	192
15	85

Config	T = 4.46
0	83
1	239
2	166
3	248
4	182
5	263
6	244
7	238
8	237
9	376
10	402
11	254
12	180
13	245
14	164
15	79

Config	T = 4.45
0	90
1	254
2	174
3	255
4	167
5	248
6	246
7	254
8	254
9	405
10	324
11	231
12	180
13	230
14	187
15	101

Config	T = 4.44
0	75
1	240
2	168
3	263
4	180
5	273
6	224
7	238
8	235
9	380
10	399
11	258
12	184
13	235
14	172
15	76

Config	T = 4.43
0	79
1	265
2	180
3	273
4	163
5	242
6	222
7	251
8	247
9	405
10	324
11	257
12	168
13	249
14	185
15	90

Config	T = 4.42
0	69
1	270
2	173
3	271
4	154
5	233
6	226
7	251
8	246
9	425
10	355
11	240
12	175
13	239
14	194
15	79

Config	T = 4.41
0	74
1	244
2	187
3	252
4	196
5	245
6	258
7	228
8	257
9	356
10	360
11	236
12	202
13	228
14	193
15	84

Config	T = 4.4
0	84
1	248
2	170
3	242
4	169
5	221
6	268
7	228
8	263
9	421
10	367
11	241
12	176
13	247
14	177
15	78

Config	T = 4.39
0	81
1	244
2	171
3	217
4	185
5	245
6	280
7	258
8	239
9	375
10	408
11	248
12	153
13	275
14	139
15	82

Config	T = 4.38
0	91
1	252
2	167
3	247
4	170
5	230
6	265
7	232
8	257
9	406
10	345
11	244
12	184
13	249
14	181
15	80

Config	T = 4.37
0	94
1	237
2	181
3	237
4	180
5	281
6	217
7	282
8	218
9	354
10	386
11	261
12	160
13	261
14	161
15	90

Config	T = 4.36
0	76
1	270
2	173
3	252
4	159
5	251
6	224
7	283
8	220
9	401
10	366
11	232
12	174
13	250
14	188
15	81

Config	T = 4.35
0	84
1	252
2	171
3	247
4	173
5	228
6	262
7	231
8	255
9	399
10	367
11	236
12	188
13	241
14	186
15	80

Config	T = 4.34
0	76
1	243
2	171
3	267
4	169
5	255
6	245
7	233
8	271
9	402
10	355
11	256
12	167
13	232
14	169
15	89

Config	T = 4.33
0	75
1	242
2	169
3	264
4	178
5	271
6	230
7	240
8	243
9	378
10	381
11	259
12	184
13	237
14	175
15	74

Config	T = 4.32
0	96
1	234
2	181
3	225
4	172
5	224
6	261
7	242
8	261
9	378
10	410
11	238
12	167
13	247
14	176
15	88

Config	T = 4.31
0	95
1	243
2	162
3	240
4	166
5	248
6	233
7	247
8	226
9	417
10	392
11	256
12	175
13	259
14	171
15	70

Config	T = 4.3
0	76
1	238
2	194
3	242
4	190
5	247
6	234
7	247
8	242
9	353
10	396
11	277
12	156
13	273
14	160
15	75

Config	T = 4.29
0	74
1	235
2	178
3	236
4	173
5	258
6	232
7	262
8	238
9	397
10	423
11	238
12	169
13	237
14	174
15	76

Config	T = 4.28
0	71
1	242
2	177
3	251
4	184
5	258
6	243
7	242
8	245
9	375
10	383
11	262
12	177
13	253
14	170
15	67

Config	T = 4.27
0	66
1	249
2	181
3	239
4	180
5	247
6	251
7	258
8	242
9	357
10	433
11	265
12	136
13	275
14	137
15	84

Config	T = 4.26
0	74
1	244
2	169
3	243
4	179
5	261
6	255
7	252
8	244
9	356
10	416
11	244
12	176
13	245
14	166
15	76

Config	T = 4.25
0	68
1	239
2	182
3	250
4	177
5	242
6	227
7	236
8	243
9	379
10	454
11	263
12	151
13	252
14	156
15	81

Config	T = 4.24
0	63
1	241
2	179
3	245
4	176
5	251
6	253
7	250
8	260
9	414
10	366
11	239
12	180
13	235
14	183
15	65

Config	T = 4.23
0	80
1	272
2	162
3	247
4	164
5	240
6	276
7	263
8	249
9	338
10	381
11	234
12	180
13	259
14	178
15	77

Config	T = 4.22
0	76
1	245
2	171
3	253
4	180
5	251
6	241
7	234
8	240
9	379
10	403
11	267
12	168
13	259
14	159
15	74

Config	T = 4.21
0	65
1	226
2	174
3	242
4	168
5	279
6	234
7	269
8	256
9	386
10	423
11	258
12	155
13	242
14	161
15	62

Config	T = 4.2
0	82
1	227
2	171
3	241
4	178
5	282
6	235
7	261
8	242
9	373
10	392
11	258
12	178
13	244
14	171
15	65

Config	T = 4.19
0	89
1	255
2	151
3	241
4	165
5	227
6	260
7	227
8	232
9	428
10	409
11	231
12	190
13	245
14	176
15	74

Config	T = 4.18
0	81
1	260
2	160
3	256
4	161
5	226
6	246
7	229
8	241
9	442
10	371
11	242
12	184
13	246
14	183
15	72

Config	T = 4.17
0	87
1	255
2	175
3	249
4	182
5	246
6	251
7	245
8	238
9	365
10	358
11	248
12	184
13	254
14	177
15	86

Config	T = 4.16
0	80
1	260
2	153
3	257
4	155
5	238
6	237
7	239
8	232
9	421
10	397
11	261
12	177
13	264
14	175
15	54

Config	T = 4.15
0	75
1	250
2	169
3	249
4	171
5	248
6	254
7	247
8	251
9	401
10	368
11	236
12	187
13	237
14	185
15	72

Config	T = 4.14
0	75
1	241
2	168
3	252
4	165
5	243
6	245
7	235
8	259
9	380
10	425
11	269
12	159
13	258
14	162
15	64

Config	T = 4.13
0	76
1	248
2	177
3	246
4	167
5	271
6	209
7	283
8	217
9	414
10	375
11	252
12	164
13	254
14	174
15	73

Config	T = 4.12
0	71
1	231
2	175
3	241
4	160
5	253
6	251
7	258
8	276
9	397
10	404
11	250
12	156
13	240
14	171
15	66

Config	T = 4.11
0	73
1	271
2	161
3	246
4	160
5	242
6	275
7	268
8	251
9	398
10	342
11	234
12	174
13	259
14	175
15	71

Config	T = 4.1
0	56
1	244
2	183
3	249
4	174
5	253
6	242
7	257
8	256
9	382
10	412
11	249
12	160
13	244
14	169
15	70

Config	T = 4.09
0	73
1	258
2	157
3	276
4	161
5	241
6	241
7	219
8	255
9	447
10	350
11	257
12	177
13	239
14	173
15	76

Config	T = 4.08
0	83
1	255
2	157
3	238
4	170
5	246
6	261
7	250
8	231
9	395
10	403
11	246
12	170
13	263
14	157
15	75

Config	T = 4.07
0	64
1	252
2	174
3	255
4	172
5	227
6	252
7	226
8	257
9	403
10	403
11	262
12	163
13	259
14	165
15	66

Config	T = 4.06
0	62
1	235
2	183
3	249
4	168
5	239
6	241
7	240
8	270
9	413
10	408
11	246
12	166
13	232
14	181
15	67

Config	T = 4.05
0	60
1	249
2	195
3	225
4	173
5	212
6	225
7	258
8	223
9	390
10	497
11	241
12	148
13	265
14	170
15	69

Config	T = 4.04
0	59
1	265
2	147
3	256
4	166
5	260
6	259
7	250
8	231
9	457
10	365
11	220
12	194
13	229
14	175
15	67

Config	T = 4.03
0	77
1	244
2	165
3	245
4	179
5	245
6	263
7	230
8	250
9	438
10	360
11	237
12	181
13	236
14	167
15	83

Config	T = 4.02
0	72
1	236
2	171
3	227
4	175
5	228
6	263
7	233
8	250
9	376
10	466
11	276
12	148
13	285
14	144
15	50

Config	T = 4.01
0	73
1	239
2	173
3	241
4	165
5	244
6	239
7	250
8	249
9	456
10	373
11	249
12	164
13	247
14	172
15	66

Config	T = 4
0	84
1	254
2	161
3	243
4	155
5	247
6	236
7	264
8	231
9	388
10	429
11	238
12	171
13	249
14	177
15	73

Config	T = 3.99
0	79
1	244
2	158
3	242
4	155
5	263
6	253
7	268
8	254
9	423
10	367
11	233
12	180
13	235
14	183
15	63

Config	T = 3.98
0	60
1	244
2	187
3	251
4	175
5	248
6	232
7	253
8	251
9	366
10	420
11	254
12	168
13	247
14	180
15	64

Config	T = 3.97
0	60
1	242
2	181
3	238
4	186
5	247
6	249
7	246
8	240
9	409
10	408
11	244
12	167
13	248
14	162
15	73

Config	T = 3.96
0	62
1	243
2	178
3	247
4	175
5	252
6	237
7	251
8	244
9	445
10	371
11	245
12	167
13	241
14	170
15	72

Config	T = 3.95
0	65
1	253
2	145
3	259
4	149
5	254
6	253
7	244
8	255
9	437
10	413
11	250
12	160
13	244
14	156
15	63

Config	T = 3.94
0	60
1	254
2	163
3	237
4	160
5	236
6	264
7	256
8	250
9	403
10	444
11	241
12	155
13	258
14	158
15	61

Config	T = 3.93
0	50
1	240
2	178
3	248
4	176
5	252
6	251
7	246
8	261
9	410
10	415
11	234
12	171
13	226
14	173
15	69

Config	T = 3.92
0	78
1	260
2	170
3	252
4	177
5	261
6	236
7	262
8	221
9	368
10	391
11	245
12	171
13	253
14	164
15	91

Config	T = 3.91
0	72
1	247
2	142
3	271
4	157
5	267
6	246
7	228
8	255
