Config	T = 5
0	45
1	113
2	70
3	107
4	78
5	118
6	107
7	116
8	93
9	172
10	168
11	97
12	88
13	103
14	80
15	45

Config	T = 4.99
0	44
1	111
2	72
3	115
4	83
5	128
6	105
7	113
8	98
9	163
10	141
11	109
12	91
13	105
14	80
15	42

Config	T = 4.98
0	35
1	103
2	74
3	113
4	83
5	125
6	111
7	106
8	112
9	157
10	164
11	119
12	86
13	109
14	77
15	26

Config	T = 4.97
0	37
1	95
2	88
3	105
4	83
5	122
6	97
7	117
8	112
9	177
10	152
11	119
12	76
13	109
14	81
15	30

Config	T = 4.96
0	41
1	103
2	90
3	103
4	84
5	118
6	101
7	124
8	107
9	123
10	185
11	123
12	64
13	123
14	70
15	41

Config	T = 4.95
0	42
1	95
2	105
3	96
4	99
5	105
6	105
7	110
8	112
9	122
10	184
11	120
12	63
13	119
14	69
15	54

Config	T = 4.94
0	21
1	118
2	85
3	115
4	79
5	116
6	95
7	125
8	98
9	172
10	173
11	113
12	66
13	116
14	72
15	36

Config	T = 4.93
0	36
1	98
2	100
3	104
4	99
5	109
6	86
7	104
8	93
9	143
10	201
11	122
12	71
13	116
14	72
15	46

Config	T = 4.92
0	31
1	102
2	89
3	104
4	83
5	122
6	92
7	126
8	100
9	181
10	163
11	110
12	75
13	108
14	81
15	33

Config	T = 4.91
0	36
1	112
2	90
3	107
4	78
5	97
6	105
7	114
8	112
9	180
10	134
11	115
12	82
13	120
14	94
15	24

Config	T = 4.9
0	51
1	111
2	74
3	116
4	67
5	94
6	100
7	96
8	112
9	178
10	172
11	115
12	78
13	110
14	85
15	41

Config	T = 4.89
0	38
1	108
2	76
3	111
4	87
5	117
6	110
7	103
8	102
9	170
10	161
11	105
12	90
13	102
14	79
15	41

Config	T = 4.88
0	44
1	112
2	72
3	109
4	66
5	116
6	105
7	125
8	108
9	187
10	152
11	101
12	75
13	104
14	81
15	43

Config	T = 4.87
0	39
1	115
2	73
3	110
4	78
5	104
6	116
7	104
8	106
9	159
10	180
11	109
12	80
13	114
14	75
15	38

Config	T = 4.86
0	33
1	116
2	83
3	109
4	83
5	94
6	115
7	101
8	108
9	184
10	155
11	105
12	82
13	112
14	82
15	38

Config	T = 4.85
0	50
1	102
2	84
3	94
4	75
5	98
6	114
7	115
8	115
9	123
10	205
11	119
12	70
13	127
14	79
15	30

Config	T = 4.84
0	44
1	112
2	75
3	113
4	86
5	106
6	117
7	94
8	107
9	165
10	152
11	110
12	88
13	109
14	77
15	45

Config	T = 4.83
0	35
1	117
2	77
3	117
4	81
5	112
6	114
7	108
8	110
9	142
10	159
11	116
12	83
13	116
14	79
15	34

Config	T = 4.82
0	38
1	106
2	82
3	103
4	85
5	95
6	126
7	95
8	120
9	170
10	164
11	110
12	80
13	113
14	77
15	36

Config	T = 4.81
0	35
1	125
2	78
3	108
4	80
5	105
6	110
7	120
8	91
9	143
10	184
11	107
12	76
13	124
14	74
15	40

Config	T = 4.8
0	40
1	116
2	71
3	112
4	65
5	96
6	119
7	106
8	121
9	213
10	140
11	86
12	88
13	90
14	94
15	43

Config	T = 4.79
0	39
1	115
2	70
3	110
4	65
5	107
6	120
7	117
8	120
9	181
10	166
11	96
12	70
13	101
14	75
15	48

Config	T = 4.78
0	39
1	107
2	89
3	100
4	79
5	100
6	119
7	117
8	122
9	167
10	142
11	102
12	82
13	109
14	92
15	34

Config	T = 4.77
0	39
1	105
2	87
3	104
4	71
5	104
6	101
7	121
8	116
9	138
10	206
11	125
12	52
13	126
14	68
15	37

Config	T = 4.76
0	32
1	112
2	82
