Config	T = 5
0	67
1	159
2	141
3	158
4	127
5	183
6	144
7	198
8	157
9	239
10	275
11	176
12	109
13	177
14	123
15	67

Config	T = 4.99
0	61
1	182
2	106
3	184
4	116
5	185
6	166
7	173
8	158
9	283
10	254
11	154
12	129
13	152
14	119
15	78

Config	T = 4.98
0	63
1	165
2	125
3	176
4	132
5	164
6	186
7	146
8	190
9	248
10	246
11	172
12	134
13	161
14	127
15	65

Config	T = 4.97
0	64
1	172
2	122
3	170
4	128
5	169
6	160
7	165
8	152
9	275
10	274
11	170
12	121
13	172
14	115
15	71

Config	T = 4.96
0	61
1	177
2	129
3	164
4	139
5	183
6	165
7	186
8	142
9	191
10	301
11	169
12	126
13	182
14	116
15	69

Config	T = 4.95
0	78
1	170
2	129
3	165
4	137
5	171
6	177
7	168
8	164
9	214
10	240
11	175
12	135
13	180
14	127
15	70

Config	T = 4.94
0	58
1	157
2	126
3	161
4	118
5	148
6	166
7	152
8	178
9	296
10	318
11	168
12	113
13	164
14	121
15	56

Config	T = 4.93
0	65
1	165
2	140
3	155
4	138
5	169
6	170
7	181
8	162
9	262
10	227
11	168
12	128
13	178
14	130
15	62

Config	T = 4.92
0	36
1	174
2	133
3	174
4	122
5	155
6	171
7	166
8	182
9	270
10	292
11	177
12	105
13	177
14	116
15	50

Config	T = 4.91
0	73
1	172
2	116
3	184
4	115
5	180
6	157
7	169
8	170
9	252
10	236
11	190
12	125
13	178
14	126
15	57

Config	T = 4.9
0	62
1	161
2	112
3	167
4	115
5	181
6	171
7	172
8	174
9	257
10	296
11	168
12	129
13	162
14	126
15	47

Config	T = 4.89
0	56
1	181
2	126
3	167
4	127
5	153
6	182
7	166
8	167
9	240
10	278
11	166
12	128
13	180
14	127
15	56

Config	T = 4.88
0	59
1	164
2	129
3	178
4	129
5	180
6	154
7	166
8	168
9	242
10	273
11	172
12	134
13	158
14	134
15	60

Config	T = 4.87
0	53
1	180
2	120
3	190
4	121
5	179
6	173
7	168
8	182
9	260
10	227
11	170
12	124
13	160
14	123
15	70

Config	T = 4.86
0	57
1	180
2	123
3	180
4	116
5	153
6	174
7	160
8	181
9	276
10	249
11	172
12	119
13	172
14	126
15	62

Config	T = 4.85
0	48
1	171
2	113
3	171
4	109
5	180
6	160
7	184
8	164
9	324
10	258
11	167
12	119
13	167
14	123
15	42

Config	T = 4.84
0	55
1	173
2	131
3	174
4	120
5	162
6	170
7	172
8	182
9	263
10	246
11	180
12	113
13	179
14	124
15	56

Config	T = 4.83
0	63
1	167
2	131
3	162
4	128
5	160
6	174
7	168
8	172
9	248
10	273
11	169
12	124
13	174
14	127
15	60

Config	T = 4.82
0	60
1	159
2	130
3	162
4	126
5	146
6	180
7	147
8	187
9	249
10	316
11	178
12	111
13	175
14	115
15	59

Config	T = 4.81
0	42
1	186
2	134
3	183
4	120
5	161
6	156
7	178
8	167
9	266
10	259
11	170
12	116
13	173
14	130
15	59

Config	T = 4.8
0	53
1	184
2	114
3	189
4	115
5	152
6	171
7	146
8	175
9	299
10	247
11	170
12	134
13	165
14	133
15	53

Config	T = 4.79
0	67
1	164
2	123
3	173
4	134
5	170
6	164
7	150
8	162
9	285
10	246
11	185
12	123
13	176
14	112
15	66

Config	T = 4.78
0	60
1	170
2	124
3	164
