Config	T = 5
0	86
1	218
2	200
3	221
4	196
5	243
6	248
7	244
8	255
9	365
10	398
11	235
12	187
13	232
14	191
15	81

Config	T = 4.99
0	94
1	238
2	189
3	236
4	197
5	246
6	256
7	240
8	246
9	342
10	358
11	243
12	194
13	245
14	186
15	90

Config	T = 4.98
0	96
1	230
2	171
3	240
4	173
5	244
6	245
7	232
8	253
9	415
10	377
11	249
12	178
13	239
14	176
15	82

Config	T = 4.97
0	89
1	212
2	195
3	226
4	201
5	273
6	228
7	253
8	236
9	353
10	406
11	277
12	155
13	263
14	149
15	84

Config	T = 4.96
0	79
1	244
2	180
3	260
4	191
5	255
6	247
7	228
8	252
9	376
10	343
11	241
12	201
13	225
14	190
15	88

Config	T = 4.95
0	78
1	242
2	172
3	251
4	177
5	269
6	245
7	255
8	249
9	356
10	401
11	245
12	168
13	236
14	163
15	93

Config	T = 4.94
0	90
1	241
2	183
3	246
4	195
5	234
6	273
7	217
8	266
9	362
10	350
11	246
12	183
13	241
14	171
15	102

Config	T = 4.93
0	73
1	261
2	167
3	253
4	155
5	220
6	260
7	240
8	264
9	448
10	353
11	219
12	186
13	227
14	198
15	76

Config	T = 4.92
0	103
1	218
2	179
3	221
4	195
5	268
6	233
7	249
8	220
9	370
10	402
11	242
12	200
13	239
14	184
15	77

Config	T = 4.91
0	69
1	241
2	177
3	238
4	180
5	229
6	272
7	229
8	266
9	409
10	393
11	232
12	178
13	235
14	175
15	77

Config	T = 4.9
0	102
1	252
2	169
3	249
4	169
5	252
6	253
7	255
8	250
9	336
10	365
11	239
12	186
13	242
14	186
15	95

Config	T = 4.89
0	77
1	250
2	179
3	269
4	163
5	252
6	241
7	249
8	276
9	406
10	313
11	239
12	180
13	220
14	196
15	90

Config	T = 4.88
0	75
1	234
2	193
3	249
4	199
5	247
6	219
7	226
8	228
9	363
10	429
11	254
12	182
13	239
14	176
15	87

Config	T = 4.87
0	81
1	236
2	193
3	226
4	192
5	228
6	258
7	239
8	249
9	333
10	428
11	249
12	178
13	259
14	179
15	72

Config	T = 4.86
0	85
1	277
2	174
3	253
4	167
5	216
6	251
7	247
8	234
9	382
10	361
11	241
12	176
13	265
14	183
15	88

Config	T = 4.85
0	104
1	248
2	168
3	248
4	167
5	243
6	240
7	244
8	241
9	400
10	351
11	248
12	178
13	248
14	179
15	93

Config	T = 4.84
0	89
1	230
2	182
3	237
4	190
5	274
6	244
7	259
8	243
9	362
10	370
11	242
12	177
13	235
14	169
15	97

Config	T = 4.83
0	82
1	245
2	175
3	252
4	171
5	237
6	239
7	234
8	250
9	418
10	386
11	243
12	166
13	236
14	170
15	96

Config	T = 4.82
0	95
1	260
2	170
3	253
4	173
5	242
6	248
7	246
8	238
9	420
10	309
11	226
12	195
13	233
14	192
15	100

Config	T = 4.81
0	97
1	228
2	198
3	216
4	181
5	228
6	240
7	257
8	245
9	371
10	400
11	236
12	180
13	248
14	197
15	78

Config	T = 4.8
0	69
1	239
2	201
3	246
4	195
5	250
6	217
7	249
8	230
9	349
10	409
11	272
12	165
13	265
14	171
15	73

Config	T = 4.79
0	85
1	231
2	189
3	248
4	169
5	264
6	218
7	267
8	255
9	421
10	326
11	248
12	174
13	231
14	194
15	80

Config	T = 4.78
0	82
1	256
2	171
3	254
4	168
5	248
6	228
7	253
8	229
9	409
10	365
11	250
12	178
13	252
14	181
15	76

Config	T = 4.77
0	91
1	245
2	161
3	259
4	181
5	258
6	256
7	224
8	250
9	375
10	367
11	255
12	181
13	241
14	161
15	95

Config	T = 4.76
0	71
1	233
2	189
3	229
4	173
5	226
6	245
7	246
8	257
9	390
10	454
11	241
12	153
13	245
14	169
15	79

Config	T = 4.75
0	84
1	244
2	179
3	240
4	187
5	239
6	253
7	235
8	241
9	345
10	420
11	255
12	171
13	259
14	163
15	85

Config	T = 4.74
0	75
1	244
2	185
3	226
4	196
5	244
6	270
7	251
8	241
9	353
10	399
11	234
12	178
13	252
14	167
15	85

Config	T = 4.73
0	82
1	240
2	168
3	230
4	180
5	264
6	230
7	262
8	208
9	428
10	402
11	240
12	176
13	250
14	164
15	76

Config	T = 4.72
0	88
1	240
2	169
3	247
4	175
5	228
6	250
7	215
8	251
9	381
10	430
11	249
12	180
13	242
14	174
15	81

Config	T = 4.71
0	80
1	260
2	193
3	246
4	194
5	235
6	227
7	248
8	212
9	361
10	366
11	260
12	185
13	274
14	184
15	75

Config	T = 4.7
0	81
1	231
2	193
3	229
4	181
5	247
6	218
7	261
8	228
9	413
10	405
11	237
12	171
13	239
14	183
15	83

Config	T = 4.69
0	75
1	231
2	175
3	231
4	198
5	268
6	267
7	245
8	244
9	382
10	380
11	238
12	185
13	238
14	162
15	81

Config	T = 4.68
0	93
1	273
2	162
3	260
4	168
5	248
6	250
7	255
8	231
9	338
10	377
11	246
12	171
13	259
14	165
15	104

Config	T = 4.67
0	66
1	241
2	173
3	253
4	185
5	269
6	257
7	245
8	257
9	402
10	348
11	248
12	176
13	236
14	164
15	80

Config	T = 4.66
0	67
1	235
2	197
3	238
4	190
5	241
6	242
7	245
8	252
9	363
10	415
11	262
12	154
13	259
14	161
15	79

Config	T = 4.65
0	71
1	257
2	173
3	258
4	182
5	260
6	237
7	250
8	229
9	406
10	353
11	229
12	194
13	228
14	185
15	88

Config	T = 4.64
0	91
1	244
2	165
3	260
4	177
5	259
6	242
7	231
8	246
9	340
10	395
11	242
12	208
13	226
14	196
15	78

Config	T = 4.63
0	87
1	236
2	175
3	233
4	186
5	253
6	244
7	245
8	230
9	360
10	416
11	261
12	176
13	264
14	165
15	69

Config	T = 4.62
0	75
1	245
2	174
3	247
4	160
5	234
6	261
7	246
8	277
9	391
10	390
11	252
12	154
13	250
14	168
15	76

Config	T = 4.61
0	77
1	231
2	175
3	232
4	189
5	278
6	244
7	263
8	231
9	395
10	389
11	240
12	173
13	239
14	159
15	85

Config	T = 4.6
0	79
1	262
2	174
3	256
4	178
5	215
6	247
7	217
8	237
9	432
10	364
11	233
12	191
13	239
14	187
15	89

Config	T = 4.59
0	96
1	241
2	180
3	247
4	165
5	251
6	225
7	260
8	246
9	348
10	394
11	257
12	173
13	251
14	188
15	78

Config	T = 4.58
0	88
1	249
2	181
3	234
4	182
5	224
6	266
7	238
8	250
9	381
10	368
11	243
12	178
13	258
14	177
15	83

Config	T = 4.57
0	74
1	259
2	153
3	255
4	167
5	257
6	245
7	247
8	227
9	447
10	360
11	241
12	182
13	245
14	168
15	73

Config	T = 4.56
0	82
1	236
2	174
3	242
4	177
5	261
6	234
7	252
8	237
9	408
10	382
11	245
12	178
13	239
14	175
15	78

Config	T = 4.55
0	79
1	249
2	165
3	258
4	171
5	264
6	242
7	249
8	245
9	416
10	353
11	249
12	167
13	240
14	161
15	92

Config	T = 4.54
0	71
1	237
2	188
3	248
4	178
5	233
6	236
7	232
8	257
9	413
10	402
11	245
12	164
13	234
14	174
15	88

Config	T = 4.53
0	70
1	253
2	192
3	244
4	185
5	196
6	276
7	212
8	274
9	389
10	374
11	244
12	176
13	253
14	183
15	79

Config	T = 4.52
0	62
1	253
2	180
3	258
4	178
5	237
6	261
7	234
8	268
9	380
10	375
11	252
12	167
13	247
14	169
15	79

Config	T = 4.51
0	78
1	249
2	172
3	247
4	184
5	254
6	238
7	244
8	224
9	411
10	367
11	245
12	188
13	247
14	176
15	76

Config	T = 4.5
0	75
1	222
2	179
3	241
4	177
5	240
6	239
7	223
8	260
9	426
10	421
11	248
12	173
13	229
14	175
15	72

Config	T = 4.49
0	76
1	239
2	194
3	238
4	194
5	258
6	241
7	259
8	240
9	346
10	385
11	254
12	167
13	255
14	167
15	87

Config	T = 4.48
0	96
1	236
2	198
3	234
4	197
5	252
6	233
7	255
8	232
9	344
10	349
11	256
12	188
13	258
14	189
15	83

Config	T = 4.47
0	65
1	235
2	184
3	227
4	179
5	257
6	259
7	270
8	256
9	355
10	428
11	240
12	161
13	248
14	166
15	70

Config	T = 4.46
0	77
1	251
2	197
3	249
4	189
5	231
6	230
7	241
8	236
9	334
10	418
11	258
12	164
13	260
14	172
15	93

Config	T = 4.45
0	89
1	257
2	181
3	238
4	182
5	231
6	238
7	249
8	218
9	399
10	352
11	260
12	179
13	279
14	178
15	70

Config	T = 4.44
0	72
1	271
2	168
3	271
4	173
5	227
6	244
7	222
8	239
9	445
10	330
11	247
12	180
13	247
14	175
15	89

Config	T = 4.43
0	81
1	225
2	192
3	223
4	205
5	267
6	236
7	256
8	221
9	372
10	402
11	245
12	177
13	247
14	164
15	87

Config	T = 4.42
0	78
1	244
2	173
3	249
4	161
5	240
6	232
7	247
8	249
9	426
10	390
11	248
12	168
13	243
14	180
15	72

Config	T = 4.41
0	78
1	246
2	186
3	239
4	177
5	232
6	250
7	248
8	252
9	391
10	369
11	246
12	176
13	253
14	185
15	72

Config	T = 4.4
0	85
1	232
2	193
3	237
4	189
5	226
6	259
7	225
8	268
9	368
10	376
11	258
12	174
13	253
14	178
15	79

Config	T = 4.39
0	97
1	237
2	168
3	218
4	170
5	252
6	263
7	269
8	242
9	371
10	419
11	227
12	165
13	246
14	163
15	93

Config	T = 4.38
0	77
1	250
2	170
3	237
4	160
5	254
6	266
7	277
8	263
