5	0.0561404
4.99	0.0565086
4.98	0.0567371
4.97	0.0567559
4.96	0.0571392
4.95	0.057384
4.94	0.0573173
4.93	0.0572601
4.92	0.0578472
4.91	0.057604
4.9	0.0581352
4.89	0.0582883
4.88	0.0591454
4.87	0.0587481
4.86	0.0587228
4.85	0.0586349
4.84	0.0591615
4.83	0.0592296
4.82	0.059593
4.81	0.0599581
4.8	0.0600123
4.79	0.0599446
4.78	0.0602549
4.77	0.0603399
4.76	0.0607167
4.75	0.0609182
4.74	0.0607292
4.73	0.0613903
4.72	0.0611443
4.71	0.0613015
4.7	0.0610033
4.69	0.0617451
4.68	0.0617184
4.67	0.0625395
4.66	0.0621941
4.65	0.0629271
4.64	0.0627883
4.63	0.0632132
4.62	0.0635441
4.61	0.0632599
4.6	0.0634717
4.59	0.0636709
4.58	0.0640954
4.57	0.0640796
4.56	0.0645457
4.55	0.0643507
4.54	0.0646455
4.53	0.0651178
4.52	0.0651847
4.51	0.0654526
4.5	0.0651287
4.49	0.0658728
4.48	0.0658388
4.47	0.0660794
4.46	0.0663661
4.45	0.0669441
4.44	0.0664533
4.43	0.0668384
4.42	0.0673296
4.41	0.0672293
4.4	0.0675698
4.39	0.0679988
4.38	0.0675611
4.37	0.0681308
4.36	0.0688494
4.35	0.0683828
4.34	0.068837
4.33	0.0696307
4.32	0.0690555
4.31	0.0701803
4.3	0.0696769
4.29	0.0701527
4.28	0.0702111
4.27	0.0707224
4.26	0.0711144
4.25	0.0710168
4.24	0.0714169
4.23	0.0720971
4.22	0.0718672
4.21	0.0725115
4.2	0.0723126
4.19	0.072521
4.18	0.0729607
4.17	0.0731236
4.16	0.0730393
4.15	0.0737827
4.14	0.074378
4.13	0.073759
4.12	0.0741275
4.11	0.0748068
4.1	0.0749561
4.09	0.0759109
4.08	0.0751842
4.07	0.0759702
4.06	0.0759492
4.05	0.076866
4.04	0.0758592
4.03	0.0768883
4.02	0.0772135
4.01	0.0770364
4	0.0770606
3.99	0.0775035
3.98	0.0788501
3.97	0.0781543
3.96	0.0789149
3.95	0.0788018
3.94	0.0791709
